"","Var2","Freq.A","Freq.B","dist","Trait","Species"
"ELTR LDMC.11","F",0.183778256801838,0.217428577610861,0.0838727507179208,"LDMC","ELTR"
"ELTR RDMC.1","A",0.176031156127162,0.150848081468159,0.0770409122471674,"RDMC","ELTR"
"ELTR RDMC.3","B",0.176031156127162,0.139952294626302,0.114179592047715,"RDMC","ELTR"
"ELTR RDMC.5","C",0.176031156127162,0.120061945593806,0.189025715925323,"RDMC","ELTR"
"ELTR RDMC.7","D",0.150848081468159,0.139952294626302,0.0374682694300171,"RDMC","ELTR"
"ELTR RDMC.9","E",0.150848081468159,0.120061945593806,0.113639706171937,"RDMC","ELTR"
"ELTR RDMC.11","F",0.139952294626302,0.120061945593806,0.0764971526777075,"RDMC","ELTR"
"ELTR RER_ln.7","D",0.0933767133600285,0.0296898955071237,0.517498762980081,"RER_ln","ELTR"
"ELTR RER_ln.9","E",0.0933767133600285,0.0782706098960922,0.0880066358005243,"RER_ln","ELTR"
"ELTR RER_ln.11","F",0.0296898955071237,0.0782706098960922,0.449985985222345,"RER_ln","ELTR"
"ELTR RGR_Above_ln.7","D",0.0630279499482152,0.0926834436417761,0.190451661948693,"RGR_Above_ln","ELTR"
"ELTR RGR_Above_ln.9","E",0.0630279499482152,0.100466371672341,0.228989125451187,"RGR_Above_ln","ELTR"
"ELTR RGR_Above_ln.11","F",0.0926834436417761,0.100466371672341,0.0402947733494235,"RGR_Above_ln","ELTR"
"ELTR RGR_Below_ln.7","D",0.0748390588262374,0.0369554531228653,0.338868205986888,"RGR_Below_ln","ELTR"
"ELTR RGR_Below_ln.9","E",0.0748390588262374,0.100327395975639,0.145509236789832,"RGR_Below_ln","ELTR"
"ELTR RGR_Below_ln.11","F",0.0369554531228653,0.100327395975639,0.461615877503407,"RGR_Below_ln","ELTR"
"ELTR RGR_Tot_ln.7","D",0.0679401764426765,0.0686638610564302,0.00529768099832694,"RGR_Tot_ln","ELTR"
"ELTR RGR_Tot_ln.9","E",0.0679401764426765,0.0991824140108469,0.186942037479122,"RGR_Tot_ln","ELTR"
"ELTR RGR_Tot_ln.11","F",0.0686638610564302,0.0991824140108469,0.181824427990339,"RGR_Tot_ln","ELTR"
"ELTR RMR.1","A",0.503047185821422,0.568104511260619,0.0607358655327921,"RMR","ELTR"
"ELTR RMR.3","B",0.503047185821422,0.307872878721556,0.240682547681026,"RMR","ELTR"
"ELTR RMR.5","C",0.503047185821422,0.292196551002528,0.265139635881938,"RMR","ELTR"
"ELTR RMR.7","D",0.568104511260619,0.307872878721556,0.297075741354875,"RMR","ELTR"
"ELTR RMR.9","E",0.568104511260619,0.292196551002528,0.320710937555133,"RMR","ELTR"
"ELTR RMR.11","F",0.307872878721556,0.292196551002528,0.0261241898728882,"RMR","ELTR"
"ELTR RTD.1","A",0.0572544586948274,0.0563434473371777,0.00801961400057002,"RTD","ELTR"
"ELTR RTD.3","B",0.0572544586948274,0.0432272507225729,0.139599615229331,"RTD","ELTR"
"ELTR RTD.5","C",0.0572544586948274,0.11560575091185,0.337563470215582,"RTD","ELTR"
"ELTR RTD.7","D",0.0563434473371777,0.0432272507225729,0.131727474750995,"RTD","ELTR"
"ELTR RTD.9","E",0.0563434473371777,0.11560575091185,0.344650072103536,"RTD","ELTR"
"ELTR RTD.11","F",0.0432272507225729,0.11560575091185,0.455689305399308,"RTD","ELTR"
"ELTR SLA.1","A",98.313835781038,62.4030907892611,0.223440963924041,"SLA","ELTR"
"ELTR SLA.3","B",98.313835781038,58.4347019114366,0.254414710699505,"SLA","ELTR"
"ELTR SLA.5","C",98.313835781038,56.7891802014544,0.267723069835539,"SLA","ELTR"
"ELTR SLA.7","D",62.4030907892611,58.4347019114366,0.0328406270019656,"SLA","ELTR"
"ELTR SLA.9","E",62.4030907892611,56.7891802014544,0.0470996193053823,"SLA","ELTR"
"ELTR SLA.11","F",58.4347019114366,56.7891802014544,0.0142810820101514,"SLA","ELTR"
"ELTR SRL.1","A",35.2891032316076,37.8686033286742,0.0352594445390539,"SRL","ELTR"
"ELTR SRL.3","B",35.2891032316076,37.6728962500676,0.0326717063045775,"SRL","ELTR"
"ELTR SRL.5","C",35.2891032316076,14.0649737584568,0.430038018488797,"SRL","ELTR"
"ELTR SRL.7","D",37.8686033286742,37.6728962500676,0.0025907227113304,"SRL","ELTR"
"ELTR SRL.9","E",37.8686033286742,14.0649737584568,0.458347583689087,"SRL","ELTR"
"ELTR SRL.11","F",37.6728962500676,14.0649737584568,0.456298693543456,"SRL","ELTR"
"HEAN LDMC.1","A",0.251195716565209,0.124633757570671,0.336753681401742,"LDMC","HEAN"
"HEAN LDMC.3","B",0.251195716565209,0.127599248182897,0.326288572670185,"LDMC","HEAN"
"HEAN LDMC.5","C",0.251195716565209,0.164243593288126,0.209301626530673,"LDMC","HEAN"
"HEAN LDMC.7","D",0.124633757570671,0.127599248182897,0.0117569491088861,"LDMC","HEAN"
"HEAN LDMC.9","E",0.124633757570671,0.164243593288126,0.137116446130858,"LDMC","HEAN"
"HEAN LDMC.11","F",0.127599248182897,0.164243593288126,0.125561911748545,"LDMC","HEAN"
"HEAN RDMC.1","A",0.108434681356484,0.0732481425704975,0.193670144625935,"RDMC","HEAN"
"HEAN RDMC.3","B",0.108434681356484,0.0657428761974312,0.245105085629864,"RDMC","HEAN"
"HEAN RDMC.5","C",0.108434681356484,0.0875029620268536,0.106828473427535,"RDMC","HEAN"
"HEAN RDMC.7","D",0.0732481425704975,0.0657428761974312,0.0539982111045443,"RDMC","HEAN"
"HEAN RDMC.9","E",0.0732481425704975,0.0875029620268536,0.0886763390650505,"RDMC","HEAN"
"HEAN RDMC.11","F",0.0657428761974312,0.0875029620268536,0.141994628249383,"RDMC","HEAN"
"HEAN RER_ln.7","D",0.109535098524982,0.0617891623233446,0.278687536518291,"RER_ln","HEAN"
"HEAN RER_ln.9","E",0.109535098524982,0.107594320466807,0.00893834684947882,"RER_ln","HEAN"
"HEAN RER_ln.11","F",0.0617891623233446,0.107594320466807,0.270422814485463,"RER_ln","HEAN"
"HEAN RGR_Above_ln.7","D",0.0503301591127344,0.0935330652084574,0.300305420649181,"RGR_Above_ln","HEAN"
"HEAN RGR_Above_ln.9","E",0.0503301591127344,0.113770223709386,0.386593032299129,"RGR_Above_ln","HEAN"
"HEAN RGR_Above_ln.11","F",0.0935330652084574,0.113770223709386,0.0976210199392864,"RGR_Above_ln","HEAN"
"HEAN RGR_Below_ln.7","D",0.08071244233498,0.059126667096612,0.154361503917669,"RGR_Below_ln","HEAN"
"HEAN RGR_Below_ln.9","E",0.08071244233498,0.112614251637836,0.165015025329826,"RGR_Below_ln","HEAN"
"HEAN RGR_Below_ln.11","F",0.059126667096612,0.112614251637836,0.311443451772424,"RGR_Below_ln","HEAN"
"HEAN RGR_Tot_ln.7","D",0.0575780374651157,0.085366476556938,0.19440017885216,"RGR_Tot_ln","HEAN"
"HEAN RGR_Tot_ln.9","E",0.0575780374651157,0.112509448110736,0.322959743097169,"RGR_Tot_ln","HEAN"
"HEAN RGR_Tot_ln.11","F",0.085366476556938,0.112509448110736,0.137171672599301,"RGR_Tot_ln","HEAN"
"HEAN RMR.1","A",0.240300882624484,0.285032600847422,0.0851491854798748,"RMR","HEAN"
"HEAN RMR.3","B",0.240300882624484,0.182074681816799,0.137854094103921,"RMR","HEAN"
"HEAN RMR.5","C",0.240300882624484,0.194002600177432,0.106603525600022,"RMR","HEAN"
"HEAN RMR.7","D",0.285032600847422,0.182074681816799,0.220416000460079,"RMR","HEAN"
"HEAN RMR.9","E",0.285032600847422,0.194002600177432,0.190027790181682,"RMR","HEAN"
"HEAN RMR.11","F",0.182074681816799,0.194002600177432,0.0317166681735797,"RMR","HEAN"
"HEAN RTD.1","A",0.107152210182319,0.0764128822479526,0.167457371809635,"RTD","HEAN"
"HEAN RTD.3","B",0.107152210182319,0.0842635502977668,0.119575628606261,"RTD","HEAN"
"HEAN RTD.5","C",0.107152210182319,0.0924685986417075,0.0735575195146878,"RTD","HEAN"
"HEAN RTD.7","D",0.0764128822479526,0.0842635502977668,0.0488601092607676,"RTD","HEAN"
"HEAN RTD.9","E",0.0764128822479526,0.0924685986417075,0.0950709119151141,"RTD","HEAN"
"HEAN RTD.11","F",0.0842635502977668,0.0924685986417075,0.0464264617002462,"RTD","HEAN"
"HEAN SLA.1","A",19.1955824175824,42.7293712450835,0.380037245658683,"SLA","HEAN"
"HEAN SLA.3","B",19.1955824175824,33.5570832786535,0.272242182864625,"SLA","HEAN"
"HEAN SLA.5","C",19.1955824175824,23.1164185519665,0.092664871538593,"SLA","HEAN"
"HEAN SLA.7","D",42.7293712450835,33.5570832786535,0.120234817880755,"SLA","HEAN"
"HEAN SLA.9","E",42.7293712450835,23.1164185519665,0.297861909676657,"SLA","HEAN"
"HEAN SLA.11","F",33.5570832786535,23.1164185519665,0.184224803293275,"SLA","HEAN"
"HEAN SRL.1","A",16.3346984232158,23.6398934361625,0.182745956197494,"SRL","HEAN"
"HEAN SRL.3","B",16.3346984232158,26.3185973309699,0.234070983993642,"SRL","HEAN"
"HEAN SRL.5","C",16.3346984232158,15.345139006516,0.0312362529919779,"SRL","HEAN"
"HEAN SRL.7","D",23.6398934361625,26.3185973309699,0.0536185912279347,"SRL","HEAN"
"HEAN SRL.9","E",23.6398934361625,15.345139006516,0.212767667741271,"SRL","HEAN"
"HEAN SRL.11","F",26.3185973309699,15.345139006516,0.263381522856384,"SRL","HEAN"
"HECO LDMC.1","A",0.19776968743463,0.235494085539979,0.0870702801813993,"LDMC","HECO"
"HECO LDMC.3","B",0.19776968743463,0.254209290597015,0.124872186330829,"LDMC","HECO"
"HECO LDMC.5","C",0.19776968743463,0.310052588820869,0.221106687587975,"LDMC","HECO"
"HECO LDMC.7","D",0.235494085539979,0.254209290597015,0.0382174311410098,"LDMC","HECO"
"HECO LDMC.9","E",0.235494085539979,0.310052588820869,0.136667505797265,"LDMC","HECO"
"HECO LDMC.11","F",0.254209290597015,0.310052588820869,0.0989669872461778,"LDMC","HECO"
"HECO RDMC.1","A",0.155457269029846,0.134199544725547,0.0733893466157189,"RDMC","HECO"
"HECO RDMC.3","B",0.155457269029846,0.135681728917957,0.0679247378444107,"RDMC","HECO"
"HECO RDMC.5","C",0.155457269029846,0.143557895622572,0.039795217145947,"RDMC","HECO"
"HECO RDMC.7","D",0.134199544725547,0.135681728917957,0.00549198605890744,"RDMC","HECO"
"HECO RDMC.9","E",0.134199544725547,0.143557895622572,0.0336925300193442,"RDMC","HECO"
"HECO RDMC.11","F",0.135681728917957,0.143557895622572,0.0282057631239643,"RDMC","HECO"
"HECO RER_ln.7","D",0.0966181970936863,0.0481320207723403,0.334964444517951,"RER_ln","HECO"
"HECO RER_ln.9","E",0.0966181970936863,0.0597053971613809,0.236130701243193,"RER_ln","HECO"
"HECO RER_ln.11","F",0.0481320207723403,0.0597053971613809,0.107322454587644,"RER_ln","HECO"
"HECO RGR_Above_ln.7","D",0.0922952724552045,0.0518613316844331,0.280486218526659,"RGR_Above_ln","HECO"
"HECO RGR_Above_ln.9","E",0.0922952724552045,0.067554846472657,0.154772646704833,"RGR_Above_ln","HECO"
"HECO RGR_Above_ln.11","F",0.0518613316844331,0.067554846472657,0.131418665631547,"RGR_Above_ln","HECO"
"HECO RGR_Below_ln.7","D",0.0774673369848673,0.0411349094370251,0.306338443359667,"RGR_Below_ln","HECO"
"HECO RGR_Below_ln.9","E",0.0774673369848673,0.0669617749041079,0.0727385354888506,"RGR_Below_ln","HECO"
"HECO RGR_Below_ln.11","F",0.0411349094370251,0.0669617749041079,0.238923752606305,"RGR_Below_ln","HECO"
"HECO RGR_Tot_ln.7","D",0.0866159582154668,0.0478585457224481,0.288213835024909,"RGR_Tot_ln","HECO"
"HECO RGR_Tot_ln.9","E",0.0866159582154668,0.0675151901300418,0.123925425136051,"RGR_Tot_ln","HECO"
"HECO RGR_Tot_ln.11","F",0.0478585457224481,0.0675151901300418,0.170373649274265,"RGR_Tot_ln","HECO"
"HECO RMR.1","A",0.385177037905842,0.371604279978784,0.0179348480284858,"RMR","HECO"
"HECO RMR.3","B",0.385177037905842,0.309735555910542,0.108562548249389,"RMR","HECO"
"HECO RMR.5","C",0.385177037905842,0.314831462588848,0.100492458687688,"RMR","HECO"
"HECO RMR.7","D",0.371604279978784,0.309735555910542,0.0908045013799711,"RMR","HECO"
"HECO RMR.9","E",0.371604279978784,0.314831462588848,0.0827066743022075,"RMR","HECO"
"HECO RMR.11","F",0.309735555910542,0.314831462588848,0.008159103070396,"RMR","HECO"
"HECO RTD.1","A",0.0674308105287404,0.0593054849287381,0.064112064903526,"RTD","HECO"
"HECO RTD.3","B",0.0674308105287404,0.0679911788407766,0.00413794181170352,"RTD","HECO"
"HECO RTD.5","C",0.0674308105287404,0.108109049519945,0.231732205892854,"RTD","HECO"
"HECO RTD.7","D",0.0593054849287381,0.0679911788407766,0.0682319053370083,"RTD","HECO"
"HECO RTD.9","E",0.0593054849287381,0.108109049519945,0.291513307084855,"RTD","HECO"
"HECO RTD.11","F",0.0679911788407766,0.108109049519945,0.227812712411659,"RTD","HECO"
"HECO SLA.1","A",43.7974238872092,31.8678167266273,0.157662977924906,"SLA","HECO"
"HECO SLA.3","B",43.7974238872092,28.3484220995799,0.214135707694914,"SLA","HECO"
"HECO SLA.5","C",43.7974238872092,27.880720839217,0.222057966326297,"SLA","HECO"
"HECO SLA.7","D",31.8678167266273,28.3484220995799,0.0584459390963433,"SLA","HECO"
"HECO SLA.9","E",31.8678167266273,27.880720839217,0.0667312715899757,"SLA","HECO"
"HECO SLA.11","F",28.3484220995799,27.880720839217,0.00831777323854876,"SLA","HECO"
"HECO SRL.1","A",13.0945748529726,18.8026927926206,0.1789531944576,"SRL","HECO"
"HECO SRL.3","B",13.0945748529726,20.8075003740621,0.227505999837405,"SRL","HECO"
"HECO SRL.5","C",13.0945748529726,13.6275003334051,0.0199432670073513,"SRL","HECO"
"HECO SRL.7","D",18.8026927926206,20.8075003740621,0.050613426019032,"SRL","HECO"
"HECO SRL.9","E",18.8026927926206,13.6275003334051,0.159579452367256,"SRL","HECO"
"HECO SRL.11","F",20.8075003740621,13.6275003334051,0.208508781563638,"SRL","HECO"
"HEVI LDMC.1","A",0.0714285714285714,0.207133641601551,0.487162521782182,"LDMC","HEVI"
"HEVI LDMC.3","B",0.0714285714285714,0.264212580261484,0.574375364469423,"LDMC","HEVI"
"HEVI LDMC.5","C",0.0714285714285714,0.142037235830656,0.330772713947293,"LDMC","HEVI"
"HEVI LDMC.7","D",0.207133641601551,0.264212580261484,0.121097690004438,"LDMC","HEVI"
"HEVI LDMC.9","E",0.207133641601551,0.142037235830656,0.186431372082382,"LDMC","HEVI"
"HEVI LDMC.11","F",0.264212580261484,0.142037235830656,0.300739445511818,"LDMC","HEVI"
"HEVI RDMC.1","A",0.0920598388331544,0.181332634406044,0.326537137307297,"RDMC","HEVI"
"HEVI RDMC.3","B",0.0920598388331544,0.122777345535209,0.14298040068048,"RDMC","HEVI"
"HEVI RDMC.5","C",0.0920598388331544,0.0982760277801824,0.0326590519045789,"RDMC","HEVI"
"HEVI RDMC.7","D",0.181332634406044,0.122777345535209,0.192546423113593,"RDMC","HEVI"
"HEVI RDMC.9","E",0.181332634406044,0.0982760277801824,0.297045899710159,"RDMC","HEVI"
"HEVI RDMC.11","F",0.122777345535209,0.0982760277801824,0.110838922688908,"RDMC","HEVI"
"HEVI RER_ln.7","D",0.115718587694632,0.0367884628627529,0.517550661057335,"RER_ln","HEVI"
"HEVI RER_ln.9","E",0.115718587694632,0.0581826719026736,0.330853933578119,"RER_ln","HEVI"
"HEVI RER_ln.11","F",0.0367884628627529,0.0581826719026736,0.225270647684301,"RER_ln","HEVI"
"HEVI RGR_Above_ln.7","D",0.0559493620364837,0.071655475405238,0.123083996528952,"RGR_Above_ln","HEVI"
"HEVI RGR_Above_ln.9","E",0.0559493620364837,0.0829129334776201,0.19417489348934,"RGR_Above_ln","HEVI"
"HEVI RGR_Above_ln.11","F",0.071655475405238,0.0829129334776201,0.0728315582320166,"RGR_Above_ln","HEVI"
"HEVI RGR_Below_ln.7","D",0.13444502321154,0.0617863204237733,0.370270627728052,"RGR_Below_ln","HEVI"
"HEVI RGR_Below_ln.9","E",0.13444502321154,0.058044608355232,0.396906650163158,"RGR_Below_ln","HEVI"
"HEVI RGR_Below_ln.11","F",0.0617863204237733,0.058044608355232,0.0312249275430543,"RGR_Below_ln","HEVI"
"HEVI RGR_Tot_ln.7","D",0.0833953987803626,0.0736028087361583,0.0623738971234682,"RGR_Tot_ln","HEVI"
"HEVI RGR_Tot_ln.9","E",0.0833953987803626,0.0718362040454507,0.0744641846408208,"RGR_Tot_ln","HEVI"
"HEVI RGR_Tot_ln.11","F",0.0736028087361583,0.0718362040454507,0.0121467043602687,"RGR_Tot_ln","HEVI"
"HEVI RMR.1","A",0.285624244677393,0.40304543656329,0.170504372538014,"RMR","HEVI"
"HEVI RMR.3","B",0.285624244677393,0.308015451388222,0.0377185131978667,"RMR","HEVI"
"HEVI RMR.5","C",0.285624244677393,0.173083242439485,0.245343722085863,"RMR","HEVI"
"HEVI RMR.7","D",0.40304543656329,0.308015451388222,0.133645355531844,"RMR","HEVI"
