"","Harvest","Species","CI_10","CI_20","CI_50","CI_80","CI_90","trait"
"54","h1","PLPA",0.00887245547686786,0.0377207184177537,0.0721236677221088,0.10530938963851,0.131306549868798,"LDMC"
"55","h1","VUOC",0.0842590432118683,0.117776698327345,0.156460458904994,0.189766411870717,0.212579961251101,"LDMC"
"56","h2","ACMI",0.103113077389594,0.11716994138335,0.145486361854193,0.174159343943232,0.189427109157612,"LDMC"
"57","h2","ARTR",0.0967807344255944,0.114699014226497,0.151864800459778,0.18970441792426,0.207945128185893,"LDMC"
"58","h2","ELTR",0.142509360114566,0.161458374435521,0.197881174041367,0.233955073133502,0.252601563447493,"LDMC"
"59","h2","HEAN",0.0729699789899335,0.0933404647279455,0.131920287338061,0.170152609325623,0.190483606269852,"LDMC"
"60","h2","HECO",0.190250793407222,0.209789917933088,0.243496636535471,0.278994101043458,0.296390584861688,"LDMC"
"61","h2","HEVI",0.129090115181907,0.161075524049054,0.222333400525782,0.282647230945654,0.313438559129897,"LDMC"
"62","h2","MACA",0.0780469849669195,0.0980781258128272,0.135443327545872,0.172598565512942,0.19338543049059,"LDMC"
"63","h2","MUPO",0.0793878793700561,0.100893402509267,0.138750273670855,0.175917754082157,0.19483080242593,"LDMC"
"64","h2","PAMU",0.143411993700162,0.17443078213709,0.234729190793171,0.298524118946672,0.331266494138012,"LDMC"
"65","h2","PLPA",0.0622227372551236,0.0806298810585639,0.114233010318959,0.146507309634203,0.164161148878103,"LDMC"
"66","h2","VUOC",0.0804358235457534,0.100936749055367,0.134997668700171,0.168166205450953,0.1868801093659,"LDMC"
"67","h3","ACMI",0.0618700989565495,0.0758253060037472,0.105504146222256,0.134837580203044,0.150899403266517,"LDMC"
"68","h3","ARTR",0.134788082153469,0.152186843634022,0.190421187904194,0.227105716288003,0.247170414468602,"LDMC"
"69","h3","ELTR",0.174217688149964,0.195463135220306,0.232265234464377,0.269730123797876,0.288435963352023,"LDMC"
"70","h3","HEAN",0.115943302352536,0.136245462131367,0.175601623150952,0.214511687988203,0.237118353130992,"LDMC"
"71","h3","HECO",0.249426255086581,0.267881638558234,0.302319179176454,0.338350753906752,0.356187352977177,"LDMC"
"72","h3","HEVI",0.224612149464218,0.256219825260554,0.314786558623842,0.378141504771396,0.40891755713456,"LDMC"
"73","h3","MACA",0.11130677958917,0.1324035917019,0.17105737106785,0.208329924320701,0.230040886304692,"LDMC"
"74","h3","MUPO",0.154469765374842,0.173994872753445,0.214323547636807,0.252323051118842,0.271933689745668,"LDMC"
"75","h3","PAMU",0.0550659504468961,0.0879894710342506,0.146850352310736,0.21193782440637,0.244362077355212,"LDMC"
"76","h3","PLPA",0.115695494370886,0.134190595840137,0.170942941921789,0.2060460591341,0.22393448244718,"LDMC"
"77","h3","VUOC",0.141001037520161,0.159810538427699,0.196103522811476,0.232949123127027,0.250105251088404,"LDMC"
"78","h4","ACMI",0.0682329867553723,0.0838944087721155,0.113006377506971,0.143101449524527,0.159116952290037,"LDMC"
"79","h4","ARTR",0.160115837124502,0.182562502556476,0.221264506681145,0.260382739493067,0.280377357087547,"LDMC"
"80","h4","ELTR",0.202168842698243,0.222405739103553,0.259949882770492,0.296875244713308,0.316381249427789,"LDMC"
"81","h4","HEAN",0.147782769148147,0.169475671141186,0.211393800379741,0.253956946124199,0.275928509885166,"LDMC"
"82","h4","HECO",0.293863673375975,0.313448463340218,0.350093135570077,0.386627514259176,0.405055229010445,"LDMC"
"83","h4","HEVI",0.0944464214813574,0.127307154248471,0.189375536185384,0.248856162252812,0.27956742490731,"LDMC"
"84","h4","MACA",0.142715072086733,0.161653471791852,0.199936284865297,0.238666925441487,0.261163291881343,"LDMC"
"85","h4","MUPO",0.14557484470923,0.166704651874561,0.20720928040199,0.246645063963211,0.266606407883365,"LDMC"
"86","h4","PAMU",0.0820358036974861,0.115621936417165,0.180437932572779,0.241859622523078,0.274878541042318,"LDMC"
"87","h4","PLPA",0.138954066654966,0.15916399585783,0.194441293722016,0.22943227133248,0.247426874703419,"LDMC"
"88","h4","VUOC",0.172801290162096,0.191625992237314,0.229458366585737,0.264919981608247,0.283444805691392,"LDMC"
"89","h1","ACMI",0.180761159207008,0.254263798961642,0.335092130481153,0.40184626954831,0.44306183723689,"RMR"
"90","h1","ARTR",0.119004447175228,0.183328762414739,0.2533851087791,0.310940206056892,0.355944097856151,"RMR"
"91","h1","ELTR",0.307749199893884,0.394119494496247,0.481257882154034,0.545466696740943,0.58531643421231,"RMR"
"92","h1","HEAN",0.0938909010025597,0.15302491994719,0.229452589937376,0.295581855658713,0.343585031310443,"RMR"
"93","h1","HECO",0.213114704133066,0.291598248556972,0.37136282737064,0.430745074704534,0.471592630477462,"RMR"
"94","h1","HEVI",0.13330348490228,0.201264251156631,0.274244546941594,0.340357136561358,0.3889356064274,"RMR"
"95","h1","MACA",0.104822797334518,0.17396318250071,0.246047831333752,0.304256888563882,0.346973135542083,"RMR"
"96","h1","MUPO",0.192203737805812,0.265053096007072,0.343008428240404,0.404348722773455,0.446779981210187,"RMR"
"97","h1","PAMU",0.170235354675861,0.234964752460827,0.310808624680415,0.37333844702117,0.417947854378973,"RMR"
"98","h1","PLPA",0.232105989933209,0.306720637892339,0.385465280751554,0.439262679953763,0.478998049254019,"RMR"
"99","h1","VUOC",0.345254551638217,0.428707026993217,0.512357600215581,0.570083136225363,0.608661420418609,"RMR"
"100","h2","ACMI",0.179914738024665,0.205593944633335,0.25322931663014,0.299015967751133,0.323392405959861,"RMR"
"101","h2","ARTR",0.218988175126995,0.248607293158197,0.30693969976492,0.365761572482926,0.397980150694697,"RMR"
"102","h2","ELTR",0.502208526620298,0.535295436685579,0.597737307497651,0.661273771343567,0.694121473417074,"RMR"
"103","h2","HEAN",0.238216219856135,0.273015113088488,0.335642170979387,0.401032318268281,0.43254958419841,"RMR"
"104","h2","HECO",0.32125448267757,0.351294388747694,0.410345889996093,0.472066905833326,0.502690769425943,"RMR"
"105","h2","HEVI",0.35577203689047,0.389530580561211,0.452361001481203,0.51653109653751,0.549604415970157,"RMR"
"106","h2","MACA",0.23130872239038,0.263846269881937,0.318367899802506,0.376682875753994,0.408515888413347,"RMR"
"107","h2","MUPO",0.246865546902287,0.28038352279697,0.346505684988208,0.414153313203979,0.449550241283184,"RMR"
"108","h2","PAMU",0.354285260169283,0.386362925149239,0.444154668384096,0.505514402416702,0.536822995938798,"RMR"
