"","H_num","POP_ID","Above_weight_avg","Tot_weight_avg","Below_weight_avg","RE_avg","RGR_Above_ln","RGR_Below_ln","RGR_Tot_ln","RER_ln","SPECIES","LOCATION_CODE","POP_CODE","GrowthForm","Days"
"MACA_UTSE_CSR.123","H4","MACA_UTSE_CSR",0.305033333333333,0.435266666666667,0.130233333333333,2169.5849,0.0501299354545108,0.0578370704153882,0.0521862159082336,0.043124263317203,"MACA","UTSE","CSR","FORB","84"
"MACA_UTSW_BJ.124","H1","MACA_UTSW_BJ",0.0003333,0.000510233333333333,0.000176933333333333,3.2342,NA,NA,NA,NA,"MACA","UTSW","BJ","FORB","10"
"MACA_UTSW_BJ.125","H2","MACA_UTSW_BJ",0.00388333333333333,0.00495,0.00106666666666667,25.0683666666667,0.175386156072289,0.128322913309269,0.162305337009513,0.146273225498236,"MACA","UTSW","BJ","FORB","24"
"MACA_UTSW_BJ.126","H3","MACA_UTSW_BJ",0.048,0.06915,0.02115,454.7175,0.139694839975794,0.165950076908595,0.146493915640565,0.161003865992656,"MACA","UTSW","BJ","FORB","42"
"MACA_UTSW_BJ.127","H4","MACA_UTSW_BJ",1.0052,1.23116666666667,0.225966666666667,3753.42696666667,0.0724223998752749,0.056398752149441,0.0685580821473789,0.0502559098196102,"MACA","UTSW","BJ","FORB","84"
"MUPO_AZSE_BRR.128","H1","MUPO_AZSE_BRR",0.00028175,0.00040225,0.0001205,2.406075,NA,NA,NA,NA,"MUPO","AZSE","BRR","GRASS","10"
"MUPO_AZSE_BRR.129","H2","MUPO_AZSE_BRR",0.00166133333333333,0.00264883333333333,0.0009875,29.8253,0.126739687062807,0.150251910274612,0.134628627471162,0.179811445533752,"MUPO","AZSE","BRR","GRASS","24"
"MUPO_AZSE_BRR.130","H3","MUPO_AZSE_BRR",0.0216333333333333,0.0424333333333333,0.0208,195.0218,0.142589713456938,0.16930732049523,0.154100829189368,0.104319684476553,"MUPO","AZSE","BRR","GRASS","42"
"MUPO_AZSE_BRR.131","H4","MUPO_AZSE_BRR",0.800993333333333,1.20459333333333,0.4036,2631.0484,0.0859908878348123,0.0706064595660043,0.0796657878418684,0.0619530078507442,"MUPO","AZSE","BRR","GRASS","84"
"MUPO_AZSE_MRR.132","H1","MUPO_AZSE_MRR",0.000304125,0.000447875,0.00014375,4.02935,NA,NA,NA,NA,"MUPO","AZSE","MRR","GRASS","10"
"MUPO_AZSE_MRR.133","H2","MUPO_AZSE_MRR",0.000685,0.00094525,0.00026025,9.828325,0.0579985740827528,0.0423976448441156,0.0533525190818518,0.0636902464477081,"MUPO","AZSE","MRR","GRASS","24"
"MUPO_AZSE_MRR.134","H3","MUPO_AZSE_MRR",0.006,0.0102333333333333,0.00423333333333333,93.2803666666667,0.120560883885998,0.154950126460194,0.132330900118674,0.125018951695379,"MUPO","AZSE","MRR","GRASS","42"
"MUPO_AZSE_MRR.135","H4","MUPO_AZSE_MRR",0.696533333333333,1.1272,0.430666666666667,3316.35413333333,0.113198956694904,0.110055825973286,0.111948609396653,0.0850240869637297,"MUPO","AZSE","MRR","GRASS","84"
"MUPO_AZSE_SIT.136","H1","MUPO_AZSE_SIT",0.000156125,0.000372,0.000215875,3.190675,NA,NA,NA,NA,"MUPO","AZSE","SIT","GRASS","10"
"MUPO_AZSE_SIT.137","H2","MUPO_AZSE_SIT",0.000561875,0.000700375,0.0001385,11.102925,0.0914730311985816,-0.0317020864885321,0.0451944322580216,0.0890697209970883,"MUPO","AZSE","SIT","GRASS","24"
"MUPO_AZSE_SIT.138","H3","MUPO_AZSE_SIT",0.0017,0.003075,0.001375,23.0180666666667,0.0615057847121346,0.127518815804071,0.0821913485752872,0.0405039348726643,"MUPO","AZSE","SIT","GRASS","42"
"MUPO_AZSE_SIT.139","H4","MUPO_AZSE_SIT",0.18242,0.277986666666667,0.0955666666666667,1172.05453333333,0.111325796897377,0.100985008407207,0.107244482134554,0.0935770020089568,"MUPO","AZSE","SIT","GRASS","84"
"PAMU_AZNC_WMR.140","H1","PAMU_AZNC_WMR",0.00019,0.00044,0.00025,5.641675,NA,NA,NA,NA,"PAMU","AZNC","WMR","FORB","10"
"PAMU_AZNC_WMR.141","H2","PAMU_AZNC_WMR",0.00012375,0.000322625,0.000198875,12.67845,-0.0306257621936918,-0.0163417450860212,-0.0221631477766806,0.0578373353253962,"PAMU","AZNC","WMR","FORB","24"
"PAMU_AZNC_WMR.142","H3","PAMU_AZNC_WMR",0.00313333333333333,0.0038,0.000666666666666667,24.6155333333333,0.17953273767451,0.0672007602342235,0.137014760426428,0.0368596654550607,"PAMU","AZNC","WMR","FORB","42"
"PAMU_AZNC_WMR.143","H4","PAMU_AZNC_WMR",0.8529,1.11536666666667,0.262466666666667,3991.12326666667,0.133489164445648,0.142275933284516,0.135284224098364,0.12115357882742,"PAMU","AZNC","WMR","FORB","84"
"PAMU_UTC_WR.144","H1","PAMU_UTC_WR",0.000483333333333333,0.000531666666666667,4.83333333333333e-05,5.48303333333333,NA,NA,NA,NA,"PAMU","UTC","WR","FORB","10"
"PAMU_UTC_WR.145","H2","PAMU_UTC_WR",0.00109075,0.00148025,0.0003895,19.771875,0.0581367332326578,0.149053029397024,0.0731392532043608,0.0916144283966255,"PAMU","UTC","WR","FORB","24"
"PAMU_UTC_WR.146","H3","PAMU_UTC_WR",0.0011,0.00265,0.00155,57.0129,0.000469147043485712,0.0767303524779161,0.0323527026426879,0.0588342824814087,"PAMU","UTC","WR","FORB","42"
"PAMU_UTC_WR.147","H4","PAMU_UTC_WR",0.1706,0.27245,0.10185,2279.0204,0.120095510839363,0.0996487193271824,0.110307035024547,0.0878148433924186,"PAMU","UTC","WR","FORB","84"
"PAMU_UTEC_MC.148","H1","PAMU_UTEC_MC",0.002225,0.00305,0.000825,6.3205,NA,NA,NA,NA,"PAMU","UTEC","MC","FORB","10"
"PAMU_UTEC_MC.149","H2","PAMU_UTEC_MC",0.00144033333333333,0.00168783333333333,0.0002475,11.9334833333333,-0.0310630248097512,-0.0859980574518526,-0.0422639953926591,0.045396418252748,"PAMU","UTEC","MC","FORB","24"
"PAMU_UTEC_MC.150","H3","PAMU_UTEC_MC",0.001475,0.0022,0.000725,28.8877,0.00132130119500539,0.0597089484914405,0.0147228725134543,0.0491148735830202,"PAMU","UTEC","MC","FORB","42"
"PAMU_UTEC_MC.151","H4","PAMU_UTEC_MC",0.3501,0.48845,0.13835,1934.7313,0.13022763900402,0.125032626913343,0.12863761313654,0.100102567471098,"PAMU","UTEC","MC","FORB","84"
"PAMU_UTSE_MO.152","H1","PAMU_UTSE_MO",0.00185,0.0033,0.00145,8.38085,NA,NA,NA,NA,"PAMU","UTSE","MO","FORB","10"
"PAMU_UTSE_MO.153","H2","PAMU_UTSE_MO",0.000525,0.0010535,0.0005285,15.803775,-0.0899673325343391,-0.072091145007452,-0.0815574653007377,0.0453071067296232,"PAMU","UTSE","MO","FORB","24"
"PAMU_UTSE_MO.154","H3","PAMU_UTSE_MO",0.0165,0.01785,0.00135,32.7778,0.191539855405392,0.0521009481178991,0.157215864109086,0.0405279234124291,"PAMU","UTSE","MO","FORB","42"
"PAMU_UTSE_MO.155","H4","PAMU_UTSE_MO",0.4357,0.57155,0.13585,2274.85585,0.077942703624211,0.109796351033858,0.0825321061963367,0.100950488327874,"PAMU","UTSE","MO","FORB","84"
"PAMU_UTSW_CP.156","H1","PAMU_UTSW_CP",0.0009715,0.001096,0.0001245,4.72115,NA,NA,NA,NA,"PAMU","UTSW","CP","FORB","10"
"PAMU_UTSW_CP.157","H2","PAMU_UTSW_CP",0.001445,0.0019115,0.0004665,16.18885,0.028358809409217,0.0943537360273311,0.0397300775448933,0.0880193085483497,"PAMU","UTSW","CP","FORB","24"
"PAMU_UTSW_CP.158","H3","PAMU_UTSW_CP",0.00223333333333333,0.00333333333333333,0.0011,49.7811333333333,0.0241881064535786,0.0476559688055036,0.0308935850095336,0.0624062961030717,"PAMU","UTSW","CP","FORB","42"
"PAMU_UTSW_CP.159","H4","PAMU_UTSW_CP",0.294433333333333,0.427066666666667,0.132633333333333,1304.22833333333,0.116227556365575,0.114101863070487,0.115546841065261,0.0777554944258673,"PAMU","UTSW","CP","FORB","84"
"PLPA_AZC_TC.160","H1","PLPA_AZC_TC",0.0011,0.001875,0.000775,24.319175,NA,NA,NA,NA,"PLPA","AZC","TC","FORB","10"
"PLPA_AZC_TC.161","H2","PLPA_AZC_TC",0.00615,0.00735,0.0012,80.02535,0.122938707286722,0.0312295576016246,0.0975779752715979,0.085077023261028,"PLPA","AZC","TC","FORB","24"
"PLPA_AZC_TC.162","H3","PLPA_AZC_TC",0.0494,0.0609,0.0115,263.521166666667,0.115749907909747,0.125556971031958,0.117474047860617,0.066210568565632,"PLPA","AZC","TC","FORB","42"
"PLPA_AZC_TC.163","H4","PLPA_AZC_TC",0.940233333333333,1.1182,0.26695,7732.0994,0.0701470868385075,0.0748741509423093,0.0692914846161117,0.0804524286249852,"PLPA","AZC","TC","FORB","84"
"PLPA_AZNE_HB.164","H1","PLPA_AZNE_HB",6e-04,0.00145,0.00085,10.184925,NA,NA,NA,NA,"PLPA","AZNE","HB","FORB","10"
"PLPA_AZNE_HB.165","H2","PLPA_AZNE_HB",0.00635,0.007025,0.000675,22.329275,0.168520031190756,-0.0164659756151309,0.112707975627666,0.0560707079936508,"PLPA","AZNE","HB","FORB","24"
"PLPA_AZNE_HB.166","H3","PLPA_AZNE_HB",0.0351,0.0392333333333333,0.00413333333333333,174.7321,0.0949859065315122,0.100673709558472,0.0955584172432395,0.114297519223839,"PLPA","AZNE","HB","FORB","42"
"PLPA_AZNE_HB.167","H4","PLPA_AZNE_HB",0.3163,0.376,0.0597,2263.4501,0.0523449999961853,0.0635773294394208,0.0538110099474232,0.0609855137453962,"PLPA","AZNE","HB","FORB","84"
"PLPA_COSW_UP.168","H1","PLPA_COSW_UP",0.0007625,0.0012975,0.000535,12.879675,NA,NA,NA,NA,"PLPA","COSW","UP","FORB","10"
"PLPA_COSW_UP.169","H2","PLPA_COSW_UP",0.008,0.00865,0.00065,26.505575,0.167899593727172,0.0139075439995483,0.135508570348992,0.0515503286275612,"PLPA","COSW","UP","FORB","24"
"PLPA_COSW_UP.170","H3","PLPA_COSW_UP",0.0573333333333333,0.0651666666666667,0.00783333333333333,251.195033333333,0.109413369248084,0.138287280476359,0.11218826498964,0.124937476356218,"PLPA","COSW","UP","FORB","42"
"PLPA_COSW_UP.171","H4","PLPA_COSW_UP",0.527666666666667,0.616966666666667,0.0893,3191.5153,0.0528472043587514,0.0579431751285821,0.0535206406389822,0.0605243199055302,"PLPA","COSW","UP","FORB","84"
"PLPA_UTNE_BWR.172","H1","PLPA_UTNE_BWR",0.00079,0.0011725,0.0003825,10.069625,NA,NA,NA,NA,"PLPA","UTNE","BWR","FORB","10"
"PLPA_UTNE_BWR.173","H2","PLPA_UTNE_BWR",0.004225,0.00471925,0.00049425,18.2606,0.119767256737872,0.0183080577702954,0.0994651190948863,0.0425158761873001,"PLPA","UTNE","BWR","FORB","24"
"PLPA_UTNE_BWR.174","H3","PLPA_UTNE_BWR",0.0170666666666667,0.0201333333333333,0.00306666666666667,126.360966666667,0.077561554587123,0.101405834017683,0.080595940422553,0.10746649403724,"PLPA","UTNE","BWR","FORB","42"
"PLPA_UTNE_BWR.175","H4","PLPA_UTNE_BWR",0.243433333333333,0.295366666666667,0.0779,3008.38095,0.0632789494423953,0.077019875178329,0.0639485882407735,0.0754765403966116,"PLPA","UTNE","BWR","FORB","84"
"PLPA_UTSC_BTR.176","H1","PLPA_UTSC_BTR",0.00054935,0.000894275,0.000344925,12.657025,NA,NA,NA,NA,"PLPA","UTSC","BTR","FORB","10"
"PLPA_UTSC_BTR.177","H2","PLPA_UTSC_BTR",0.00238975,0.002699975,0.000310225,12.348725,0.105014876842642,-0.00757351153095818,0.0789274613252789,-0.00176139843727596,"PLPA","UTSC","BTR","FORB","24"
"PLPA_UTSC_BTR.178","H3","PLPA_UTSC_BTR",0.0308333333333333,0.0351396666666667,0.00430633333333333,217.093766666667,0.142078199882696,0.146141346979528,0.142560449063319,0.159265363654823,"PLPA","UTSC","BTR","FORB","42"
"PLPA_UTSC_BTR.179","H4","PLPA_UTSC_BTR",0.4558,0.52945,0.1473,4131.3328,0.0641299466895551,0.0841043932418698,0.0645835270244896,0.0701434757403407,"PLPA","UTSC","BTR","FORB","84"
"PLPA_UTSW_HR.180","H1","PLPA_UTSW_HR",0.0003084,0.00056215,0.00025375,9.4179,NA,NA,NA,NA,"PLPA","UTSW","HR","FORB","10"
"PLPA_UTSW_HR.181","H2","PLPA_UTSW_HR",0.0017,0.00226375,0.00056375,13.96345,0.121927563453938,0.0570186686043493,0.0995006636429896,0.0281307905480412,"PLPA","UTSW","HR","FORB","24"
"PLPA_UTSW_HR.182","H3","PLPA_UTSW_HR",0.00586666666666667,0.00646666666666667,6e-04,27.8301666666667,0.0688143534618792,0.0034621535777366,0.0583132248436492,0.0383154090438368,"PLPA","UTSW","HR","FORB","42"
"PLPA_UTSW_HR.183","H4","PLPA_UTSW_HR",0.0735666666666667,0.0771,0.0053,306.739566666667,0.0602120336004425,0.051869820102954,0.0590105357897169,0.0571399644346416,"PLPA","UTSW","HR","FORB","84"
"VUOC_AZSW_WB.184","H1","VUOC_AZSW_WB",0.0001814,0.0004084,0.000227,16.483275,NA,NA,NA,NA,"VUOC","AZSW","WB","GRASS","10"
"VUOC_AZSW_WB.185","H2","VUOC_AZSW_WB",0.002425,0.003175,0.00075,39.3137,0.185205876120753,0.0853659420749253,0.146486844645449,0.0620876305836387,"VUOC","AZSW","WB","GRASS","24"
"VUOC_AZSW_WB.186","H3","VUOC_AZSW_WB",0.0572,0.0796666666666667,0.0224666666666667,717.390966666667,0.175595687444239,0.188873044538996,0.179030201717708,0.161335995256403,"VUOC","AZSW","WB","GRASS","42"
"VUOC_AZSW_WB.187","H4","VUOC_AZSW_WB",3.04686666666667,3.82766666666667,0.7808,33293.9874333333,0.094650360017952,0.0844830072821126,0.0921942716153495,0.0913693125918133,"VUOC","AZSW","WB","GRASS","84"
"VUOC_UTC_GRC.188","H1","VUOC_UTC_GRC",0.000203475,0.000351575,0.0001481,11.166675,NA,NA,NA,NA,"VUOC","UTC","GRC","GRASS","10"
"VUOC_UTC_GRC.189","H2","VUOC_UTC_GRC",0.002043375,0.002705375,0.000662,49.554275,0.164772498882733,0.106955559618804,0.145755196719884,0.106438188365107,"VUOC","UTC","GRC","GRASS","24"
"VUOC_UTC_GRC.190","H3","VUOC_UTC_GRC",0.00726666666666667,0.0104,0.00313333333333333,220.2392,0.0704830460298721,0.0863659513140543,0.0748091817385984,0.0828692052713304,"VUOC","UTC","GRC","GRASS","42"
"VUOC_UTC_GRC.191","H4","VUOC_UTC_GRC",0.79605,1.17975,0.3837,34321.10055,0.111818198019407,0.114470561824882,0.112648857725218,0.120209556951636,"VUOC","UTC","GRC","GRASS","84"
"VUOC_UTSE_IM.192","H1","VUOC_UTSE_IM",0.000227075,0.00046305,0.000235975,14.752525,NA,NA,NA,NA,"VUOC","UTSE","IM","GRASS","10"
"VUOC_UTSE_IM.193","H2","VUOC_UTSE_IM",0.00365,0.005175,0.001525,101.310375,0.198371577656304,0.133287415845036,0.172411398465521,0.137626754999512,"VUOC","UTSE","IM","GRASS","24"
"VUOC_UTSE_IM.194","H3","VUOC_UTSE_IM",0.017925,0.024375,0.00645,284.169625,0.0884149566050713,0.0801158733749059,0.0860954820962488,0.0572990281346448,"VUOC","UTSE","IM","GRASS","42"
"VUOC_UTSE_IM.195","H4","VUOC_UTSE_IM",1.4798,1.9477,0.70185,31957.23375,0.105082519904899,0.111658085123158,0.104305867889332,0.112442440753269,"VUOC","UTSE","IM","GRASS","84"
"VUOC_UTSE_LM.196","H1","VUOC_UTSE_LM",0.00014135,0.00032845,0.0001871,12.00245,NA,NA,NA,NA,"VUOC","UTSE","LM","GRASS","10"
"VUOC_UTSE_LM.197","H2","VUOC_UTSE_LM",0.00098555,0.001594675,0.000609125,33.885325,0.138711484059524,0.0843128762774018,0.112860043811624,0.074133659585083,"VUOC","UTSE","LM","GRASS","24"
"VUOC_UTSE_LM.198","H3","VUOC_UTSE_LM",0.0283016666666667,0.0351159,0.00681423333333333,332.9352,0.186526450763297,0.134152518871983,0.171776892535338,0.126942547035734,"VUOC","UTSE","LM","GRASS","42"
"VUOC_UTSE_LM.199","H4","VUOC_UTSE_LM",1.03633333333333,1.17846666666667,0.142133333333333,7775.72793333333,0.0857267482300117,0.072327429102531,0.0836503670971075,0.0750193924066919,"VUOC","UTSE","LM","GRASS","84"
"VUOC_UTSW_HR.200","H1","VUOC_UTSW_HR",1e-04,0.0002345,0.0001345,9.366,NA,NA,NA,NA,"VUOC","UTSW","HR","GRASS","10"
"VUOC_UTSW_HR.201","H2","VUOC_UTSW_HR",0.001825,0.002575,0.00075,42.541525,0.207440362859179,0.122750643392033,0.171153516086536,0.108099610498662,"VUOC","UTSW","HR","GRASS","24"
"VUOC_UTSW_HR.202","H3","VUOC_UTSW_HR",0.01935,0.0232,0.00385,190.8369,0.131172912913408,0.0908752900417485,0.122127930253142,0.0833854710444082,"VUOC","UTSW","HR","GRASS","42"
"VUOC_UTSW_HR.203","H4","VUOC_UTSW_HR",0.6728,0.87995,0.20715,11113.972,0.0844941830757845,0.094889762386279,0.0865645906905704,0.0967747428083277,"VUOC","UTSW","HR","GRASS","84"
