"","H_num","POP_ID","SPECIES","GrowthForm","LOCATION_CODE","POP_CODE","Days","trait","value"
"991","H4","MACA_NMNW_CU","MACA","FORB","NMNW","CU","84","value.LDMC",0.157671908577304
"992","H4","MACA_NMNW_FC","MACA","FORB","NMNW","FC","84","value.LDMC",0.161931626590165
"993","H4","MACA_UTC_MK","MACA","FORB","UTC","MK","84","value.LDMC",0.152580368768254
"994","H4","MACA_UTNE_BON","MACA","FORB","UTNE","BON","84","value.LDMC",0.192037749258042
"995","H4","MACA_UTSE_CSR","MACA","FORB","UTSE","CSR","84","value.LDMC",0.154920650815982
"996","H4","MACA_UTSW_BJ","MACA","FORB","UTSW","BJ","84","value.LDMC",0.14020147097149
"997","H4","MUPO_AZSE_BRR","MUPO","GRASS","AZSE","BRR","84","value.LDMC",0.178827065834754
"998","H4","MUPO_AZSE_MRR","MUPO","GRASS","AZSE","MRR","84","value.LDMC",0.132634336639662
"999","H4","MUPO_AZSE_SIT","MUPO","GRASS","AZSE","SIT","84","value.LDMC",0.187237545816485
"1000","H4","PAMU_AZNC_WMR","PAMU","FORB","AZNC","WMR","84","value.LDMC",0.134739943573502
"1001","H4","PAMU_UTC_WR","PAMU","FORB","UTC","WR","84","value.LDMC",0.123917084681732
"1002","H4","PAMU_UTEC_MC","PAMU","FORB","UTEC","MC","84","value.LDMC",0.140332391502281
"1003","H4","PAMU_UTSE_MO","PAMU","FORB","UTSE","MO","84","value.LDMC",0.137547335043935
"1004","H4","PAMU_UTSW_CP","PAMU","FORB","UTSW","CP","84","value.LDMC",0.133722960858671
"1005","H4","PLPA_AZC_TC","PLPA","FORB","AZC","TC","84","value.LDMC",0.120013761326192
"1006","H4","PLPA_AZNE_HB","PLPA","FORB","AZNE","HB","84","value.LDMC",0.150170648464164
"1007","H4","PLPA_COSW_UP","PLPA","FORB","COSW","UP","84","value.LDMC",0.168663449130519
"1008","H4","PLPA_UTNE_BWR","PLPA","FORB","UTNE","BWR","84","value.LDMC",0.141865432915861
"1009","H4","PLPA_UTSC_BTR","PLPA","FORB","UTSC","BTR","84","value.LDMC",0.17285818925605
"1010","H4","PLPA_UTSW_HR","PLPA","FORB","UTSW","HR","84","value.LDMC",0.137315423976608
"1011","H4","VUOC_AZSW_WB","VUOC","GRASS","AZSW","WB","84","value.LDMC",0.191647817322932
"1012","H4","VUOC_UTC_GRC","VUOC","GRASS","UTC","GRC","84","value.LDMC",0.231035206364044
"1013","H4","VUOC_UTSE_IM","VUOC","GRASS","UTSE","IM","84","value.LDMC",0.186086086086086
"1014","H4","VUOC_UTSE_LM","VUOC","GRASS","UTSE","LM","84","value.LDMC",0.149333094486367
"1015","H4","VUOC_UTSW_HR","VUOC","GRASS","UTSW","HR","84","value.LDMC",0.189466986549091
"1016","H1","ACMI_NMNC_CM","ACMI","FORB","NMNC","CM","10","value.RMR",0.17242616057904
"1017","H1","ACMI_UTNW_CCC","ACMI","FORB","UTNW","CCC","10","value.RMR",0.337403099221587
"1018","H1","ACMI_UTNW_VE","ACMI","FORB","UTNW","VE","10","value.RMR",0.393738378813006
"1019","H1","ARTR_UTC_MC","ARTR","FORB","UTC","MC","10","value.RMR",0.337444739875127
"1020","H1","ARTR_UTSC_B","ARTR","FORB","UTSC","B","10","value.RMR",0.273041875323578
"1021","H1","ARTR_UTSE_MO","ARTR","FORB","UTSE","MO","10","value.RMR",0.290530671462314
"1022","H1","ARTR_UTSW_BJ","ARTR","FORB","UTSW","BJ","10","value.RMR",0.178424843541123
"1023","H1","ARTR_UTSW_MV","ARTR","FORB","UTSW","MV","10","value.RMR",0.205702833751614
"1024","H1","ARTR_UTSW_OCR","ARTR","FORB","UTSW","OCR","10","value.RMR",0.201306542228408
"1025","H1","ELTR_NMNW_C","ELTR","GRASS","NMNW","C","10","value.RMR",0.351623376623377
"1026","H1","ELTR_UTC_TMC","ELTR","GRASS","UTC","TMC","10","value.RMR",0.620699979973122
"1027","H1","ELTR_UTSW_DNF","ELTR","GRASS","UTSW","DNF","10","value.RMR",0.483875921375921
"1028","H1","ELTR_UTSW_SP","ELTR","GRASS","UTSW","SP","10","value.RMR",0.555989465313268
"1029","H1","HEAN_AZSE_HWD","HEAN","FORB","AZSE","HWD","10","value.RMR",0.21729627657747
"1030","H1","HEAN_UTEC_CI","HEAN","FORB","UTEC","CI","10","value.RMR",0.28381478221646
"1031","H1","HEAN_UTEC_ONWR","HEAN","FORB","UTEC","ONWR","10","value.RMR",0.232448991557223
"1032","H1","HEAN_UTSE_VNS","HEAN","FORB","UTSE","VNS","10","value.RMR",0.166666666666667
"1033","H1","HECO_AZNC_KV","HECO","GRASS","AZNC","KV","10","value.RMR",0.34256891162262
"1034","H1","HECO_UTC_KRRS","HECO","GRASS","UTC","KRRS","10","value.RMR",0.542071227926491
"1035","H1","HECO_UTC_TMR","HECO","GRASS","UTC","TMR","10","value.RMR",0.346812732185073
"1036","H1","HECO_UTEC_GRC","HECO","GRASS","UTEC","GRC","10","value.RMR",0.357366508315875
"1037","H1","HECO_UTSW_SPR","HECO","GRASS","UTSW","SPR","10","value.RMR",0.326413777908343
"1038","H1","HEVI_AZNC_KV","HEVI","FORB","AZNC","KV","10","value.RMR",0.343253569685213
"1039","H1","HEVI_COSW_DE","HEVI","FORB","COSW","DE","10","value.RMR",0.317551028999627
"1040","H1","HEVI_NMNW_NC","HEVI","FORB","NMNW","NC","10","value.RMR",0.165926876987038
"1041","H1","HEVI_NMNW_ND","HEVI","FORB","NMNW","ND","10","value.RMR",0.308230188447619
"1042","H1","MACA_NMNW_CU","MACA","FORB","NMNW","CU","10","value.RMR",0.213082182709012
"1043","H1","MACA_NMNW_FC","MACA","FORB","NMNW","FC","10","value.RMR",0.128066472658686
"1044","H1","MACA_UTC_MK","MACA","FORB","UTC","MK","10","value.RMR",0.384957106398791
"1045","H1","MACA_UTNE_BON","MACA","FORB","UTNE","BON","10","value.RMR",0.431603928336244
"1046","H1","MACA_UTSE_CSR","MACA","FORB","UTSE","CSR","10","value.RMR",0.210264263190519
"1047","H1","MACA_UTSW_BJ","MACA","FORB","UTSW","BJ","10","value.RMR",0.284884593884117
"1048","H1","MUPO_AZSE_BRR","MUPO","GRASS","AZSE","BRR","10","value.RMR",0.297949453500272
"1049","H1","MUPO_AZSE_MRR","MUPO","GRASS","AZSE","MRR","10","value.RMR",0.347983243698596
"1050","H1","MUPO_AZSE_SIT","MUPO","GRASS","AZSE","SIT","10","value.RMR",0.44748018062931
"1051","H1","PAMU_AZNC_WMR","PAMU","FORB","AZNC","WMR","10","value.RMR",0.58992673992674
"1052","H1","PAMU_UTC_WR","PAMU","FORB","UTC","WR","10","value.RMR",0.104752770673487
"1053","H1","PAMU_UTEC_MC","PAMU","FORB","UTEC","MC","10","value.RMR",0.286373626373626
"1054","H1","PAMU_UTSE_MO","PAMU","FORB","UTSE","MO","10","value.RMR",0.439338235294118
"1055","H1","PAMU_UTSW_CP","PAMU","FORB","UTSW","CP","10","value.RMR",0.259507931844888
"1056","H1","PLPA_AZC_TC","PLPA","FORB","AZC","TC","10","value.RMR",0.422161172161172
"1057","H1","PLPA_AZNE_HB","PLPA","FORB","AZNE","HB","10","value.RMR",0.581693306693307
"1058","H1","PLPA_COSW_UP","PLPA","FORB","COSW","UP","10","value.RMR",0.356504922644163
"1059","H1","PLPA_UTNE_BWR","PLPA","FORB","UTNE","BWR","10","value.RMR",0.304662032598274
"1060","H1","PLPA_UTSC_BTR","PLPA","FORB","UTSC","BTR","10","value.RMR",0.34410328800772
"1061","H1","PLPA_UTSW_HR","PLPA","FORB","UTSW","HR","10","value.RMR",0.398373186069763
"1062","H1","VUOC_AZSW_WB","VUOC","GRASS","AZSW","WB","10","value.RMR",0.570317413211318
"1063","H1","VUOC_UTC_GRC","VUOC","GRASS","UTC","GRC","10","value.RMR",0.459971120674153
"1064","H1","VUOC_UTSE_IM","VUOC","GRASS","UTSE","IM","10","value.RMR",0.50699576061751
"1065","H1","VUOC_UTSE_LM","VUOC","GRASS","UTSE","LM","10","value.RMR",0.586113233861633
"1066","H1","VUOC_UTSW_HR","VUOC","GRASS","UTSW","HR","10","value.RMR",0.574419920769666
"1067","H2","ACMI_NMNC_CM","ACMI","FORB","NMNC","CM","24","value.RMR",0.365034064473247
"1068","H2","ACMI_UTNW_CCC","ACMI","FORB","UTNW","CCC","24","value.RMR",0.394936935766806
"1069","H2","ACMI_UTNW_VE","ACMI","FORB","UTNW","VE","24","value.RMR",0.0916483863750124
"1070","H2","ARTR_UTC_MC","ARTR","FORB","UTC","MC","24","value.RMR",0.247758331639911
"1071","H2","ARTR_UTSC_B","ARTR","FORB","UTSC","B","24","value.RMR",0.393081918081918
"1072","H2","ARTR_UTSE_MO","ARTR","FORB","UTSE","MO","24","value.RMR",0.112771656092706
"1073","H2","ARTR_UTSW_BJ","ARTR","FORB","UTSW","BJ","24","value.RMR",0.235841827513916
"1074","H2","ARTR_UTSW_MV","ARTR","FORB","UTSW","MV","24","value.RMR",0.174720685540731
"1075","H2","ARTR_UTSW_OCR","ARTR","FORB","UTSW","OCR","24","value.RMR",0.298730271185106
"1076","H2","ELTR_NMNW_C","ELTR","GRASS","NMNW","C","24","value.RMR",0.625459482038429
"1077","H2","ELTR_UTC_TMC","ELTR","GRASS","UTC","TMC","24","value.RMR",0.530045351473923
"1078","H2","ELTR_UTSW_DNF","ELTR","GRASS","UTSW","DNF","24","value.RMR",0.618089968880019
"1079","H2","ELTR_UTSW_SP","ELTR","GRASS","UTSW","SP","24","value.RMR",0.410512394146241
"1080","H2","HEAN_AZSE_HWD","HEAN","FORB","AZSE","HWD","24","value.RMR",0.23200886425436
"1081","H2","HEAN_UTEC_CI","HEAN","FORB","UTEC","CI","24","value.RMR",0.283843274046329
"1082","H2","HEAN_UTEC_ONWR","HEAN","FORB","UTEC","ONWR","24","value.RMR",0.28234071400509
"1083","H2","HEAN_UTSE_VNS","HEAN","FORB","UTSE","VNS","24","value.RMR",0.360905867829408
"1084","H2","HECO_AZNC_KV","HECO","GRASS","AZNC","KV","24","value.RMR",0.378788956828377
"1085","H2","HECO_UTC_KRRS","HECO","GRASS","UTC","KRRS","24","value.RMR",0.342213764268636
"1086","H2","HECO_UTC_TMR","HECO","GRASS","UTC","TMR","24","value.RMR",0.376088963635948
"1087","H2","HECO_UTEC_GRC","HECO","GRASS","UTEC","GRC","24","value.RMR",0.276774244310891
"1088","H2","HECO_UTSW_SPR","HECO","GRASS","UTSW","SPR","24","value.RMR",0.484155470850066
"1089","H2","HEVI_AZNC_KV","HEVI","FORB","AZNC","KV","24","value.RMR",0.496635559074309
"1090","H2","HEVI_COSW_DE","HEVI","FORB","COSW","DE","24","value.RMR",0.388221482446406
"1091","H2","HEVI_NMNW_NC","HEVI","FORB","NMNW","NC","24","value.RMR",0.384428104575163
"1092","H2","HEVI_NMNW_ND","HEVI","FORB","NMNW","ND","24","value.RMR",0.349102377486657
"1093","H2","MACA_NMNW_CU","MACA","FORB","NMNW","CU","24","value.RMR",0.238564457314457
"1094","H2","MACA_NMNW_FC","MACA","FORB","NMNW","FC","24","value.RMR",0.310751993104934
"1095","H2","MACA_UTC_MK","MACA","FORB","UTC","MK","24","value.RMR",0.298016784812882
"1096","H2","MACA_UTNE_BON","MACA","FORB","UTNE","BON","24","value.RMR",0.224289086402311
"1097","H2","MACA_UTSE_CSR","MACA","FORB","UTSE","CSR","24","value.RMR",0.310246801912392
"1098","H2","MACA_UTSW_BJ","MACA","FORB","UTSW","BJ","24","value.RMR",0.238001233466592
"1099","H2","MUPO_AZSE_BRR","MUPO","GRASS","AZSE","BRR","24","value.RMR",0.405229837671942
"1100","H2","MUPO_AZSE_MRR","MUPO","GRASS","AZSE","MRR","24","value.RMR",0.313062353231986
"1101","H2","MUPO_AZSE_SIT","MUPO","GRASS","AZSE","SIT","24","value.RMR",0.216397822066703
"1102","H2","PAMU_AZNC_WMR","PAMU","FORB","AZNC","WMR","24","value.RMR",0.483897657477069
"1103","H2","PAMU_UTC_WR","PAMU","FORB","UTC","WR","24","value.RMR",0.414682721441474
"1104","H2","PAMU_UTEC_MC","PAMU","FORB","UTEC","MC","24","value.RMR",0.251528304334734
"1105","H2","PAMU_UTSE_MO","PAMU","FORB","UTSE","MO","24","value.RMR",0.483730243466996
"1106","H2","PAMU_UTSW_CP","PAMU","FORB","UTSW","CP","24","value.RMR",0.291640322988547
"1107","H2","PLPA_AZC_TC","PLPA","FORB","AZC","TC","24","value.RMR",0.177722669027017
"1108","H2","PLPA_AZNE_HB","PLPA","FORB","AZNE","HB","24","value.RMR",0.0930562968234201
"1109","H2","PLPA_COSW_UP","PLPA","FORB","COSW","UP","24","value.RMR",0.0777948463932523
"1110","H2","PLPA_UTNE_BWR","PLPA","FORB","UTNE","BWR","24","value.RMR",0.102804769364255
"1111","H2","PLPA_UTSC_BTR","PLPA","FORB","UTSC","BTR","24","value.RMR",0.118847399224875
"1112","H2","PLPA_UTSW_HR","PLPA","FORB","UTSW","HR","24","value.RMR",0.264448660592998
"1113","H2","VUOC_AZSW_WB","VUOC","GRASS","AZSW","WB","24","value.RMR",0.237150142314991
"1114","H2","VUOC_UTC_GRC","VUOC","GRASS","UTC","GRC","24","value.RMR",0.417290079224908
"1115","H2","VUOC_UTSE_IM","VUOC","GRASS","UTSE","IM","24","value.RMR",0.336332864604259
"1116","H2","VUOC_UTSE_LM","VUOC","GRASS","UTSE","LM","24","value.RMR",0.365848347057828
"1117","H2","VUOC_UTSW_HR","VUOC","GRASS","UTSW","HR","24","value.RMR",0.290246212121212
"1118","H3","ACMI_NMNC_CM","ACMI","FORB","NMNC","CM","42","value.RMR",0.204832499318002
"1119","H3","ACMI_UTNW_CCC","ACMI","FORB","UTNW","CCC","42","value.RMR",0.544572158365262
"1120","H3","ACMI_UTNW_VE","ACMI","FORB","UTNW","VE","42","value.RMR",0.328978664226732
"1121","H3","ARTR_UTC_MC","ARTR","FORB","UTC","MC","42","value.RMR",0.350315297891099
"1122","H3","ARTR_UTSC_B","ARTR","FORB","UTSC","B","42","value.RMR",0.282895308462402
"1123","H3","ARTR_UTSE_MO","ARTR","FORB","UTSE","MO","42","value.RMR",0.253749027612997
"1124","H3","ARTR_UTSW_BJ","ARTR","FORB","UTSW","BJ","42","value.RMR",0.268241802186084
"1125","H3","ARTR_UTSW_MV","ARTR","FORB","UTSW","MV","42","value.RMR",0.20076472419731
"1126","H3","ARTR_UTSW_OCR","ARTR","FORB","UTSW","OCR","42","value.RMR",0.182645678149897
"1127","H3","ELTR_NMNW_C","ELTR","GRASS","NMNW","C","42","value.RMR",0.321079546904119
"1128","H3","ELTR_UTC_TMC","ELTR","GRASS","UTC","TMC","42","value.RMR",0.364995374653099
"1129","H3","ELTR_UTSW_DNF","ELTR","GRASS","UTSW","DNF","42","value.RMR",0.281093365049698
"1130","H3","ELTR_UTSW_SP","ELTR","GRASS","UTSW","SP","42","value.RMR",0.250994500994501
"1131","H3","HEAN_AZSE_HWD","HEAN","FORB","AZSE","HWD","42","value.RMR",0.198358050847458
"1132","H3","HEAN_UTEC_CI","HEAN","FORB","UTEC","CI","42","value.RMR",0.165242799559784
"1133","H3","HEAN_UTEC_ONWR","HEAN","FORB","UTEC","ONWR","42","value.RMR",0.208978295065069
"1134","H3","HEAN_UTSE_VNS","HEAN","FORB","UTSE","VNS","42","value.RMR",0.161147371471771
"1135","H3","HECO_AZNC_KV","HECO","GRASS","AZNC","KV","42","value.RMR",0.3340026508108
"1136","H3","HECO_UTC_KRRS","HECO","GRASS","UTC","KRRS","42","value.RMR",0.350788175700263
"1137","H3","HECO_UTC_TMR","HECO","GRASS","UTC","TMR","42","value.RMR",0.270869586025365
"1138","H3","HECO_UTEC_GRC","HECO","GRASS","UTEC","GRC","42","value.RMR",0.273245915171339
"1139","H3","HECO_UTSW_SPR","HECO","GRASS","UTSW","SPR","42","value.RMR",0.319771451844943
"1140","H3","HEVI_AZNC_KV","HEVI","FORB","AZNC","KV","42","value.RMR",0.225444096133751
"1141","H3","HEVI_COSW_DE","HEVI","FORB","COSW","DE","42","value.RMR",0.21177633164618
"1142","H3","HEVI_NMNW_NC","HEVI","FORB","NMNW","NC","42","value.RMR",0.369986824769433
"1143","H3","HEVI_NMNW_ND","HEVI","FORB","NMNW","ND","42","value.RMR",0.364659090909091
"1144","H3","MACA_NMNW_CU","MACA","FORB","NMNW","CU","42","value.RMR",0.502212479194576
"1145","H3","MACA_NMNW_FC","MACA","FORB","NMNW","FC","42","value.RMR",0.368166661023154
"1146","H3","MACA_UTC_MK","MACA","FORB","UTC","MK","42","value.RMR",0.20842328042328
"1147","H3","MACA_UTNE_BON","MACA","FORB","UTNE","BON","42","value.RMR",0.363144963144963
"1148","H3","MACA_UTSE_CSR","MACA","FORB","UTSE","CSR","42","value.RMR",0.248113588470969
"1149","H3","MACA_UTSW_BJ","MACA","FORB","UTSW","BJ","42","value.RMR",0.331698277741443
"1150","H3","MUPO_AZSE_BRR","MUPO","GRASS","AZSE","BRR","42","value.RMR",0.502270750115718
"1151","H3","MUPO_AZSE_MRR","MUPO","GRASS","AZSE","MRR","42","value.RMR",0.400520436659051
"1152","H3","MUPO_AZSE_SIT","MUPO","GRASS","AZSE","SIT","42","value.RMR",0.333614330874605
"1153","H3","PAMU_AZNC_WMR","PAMU","FORB","AZNC","WMR","42","value.RMR",0.173560371517028
"1154","H3","PAMU_UTC_WR","PAMU","FORB","UTC","WR","42","value.RMR",0.57034632034632
"1155","H3","PAMU_UTEC_MC","PAMU","FORB","UTEC","MC","42","value.RMR",0.363541666666667
"1156","H3","PAMU_UTSE_MO","PAMU","FORB","UTSE","MO","42","value.RMR",0.058390022675737
"1157","H3","PAMU_UTSW_CP","PAMU","FORB","UTSW","CP","42","value.RMR",0.369121595703874
"1158","H3","PLPA_AZC_TC","PLPA","FORB","AZC","TC","42","value.RMR",0.198269674754698
"1159","H3","PLPA_AZNE_HB","PLPA","FORB","AZNE","HB","42","value.RMR",0.101382028806183
"1160","H3","PLPA_COSW_UP","PLPA","FORB","COSW","UP","42","value.RMR",0.119140474315481
"1161","H3","PLPA_UTNE_BWR","PLPA","FORB","UTNE","BWR","42","value.RMR",0.180760888725389
"1162","H3","PLPA_UTSC_BTR","PLPA","FORB","UTSC","BTR","42","value.RMR",0.169676358580242
"1163","H3","PLPA_UTSW_HR","PLPA","FORB","UTSW","HR","42","value.RMR",0.109126984126984
"1164","H3","VUOC_AZSW_WB","VUOC","GRASS","AZSW","WB","42","value.RMR",0.255826688400254
"1165","H3","VUOC_UTC_GRC","VUOC","GRASS","UTC","GRC","42","value.RMR",0.391748366013072
"1166","H3","VUOC_UTSE_IM","VUOC","GRASS","UTSE","IM","42","value.RMR",0.293003121205019
"1167","H3","VUOC_UTSE_LM","VUOC","GRASS","UTSE","LM","42","value.RMR",0.222964493560865
"1168","H3","VUOC_UTSW_HR","VUOC","GRASS","UTSW","HR","42","value.RMR",0.167331206804891
"1169","H4","ACMI_NMNC_CM","ACMI","FORB","NMNC","CM","84","value.RMR",0.295230263157895
"1170","H4","ACMI_UTNW_CCC","ACMI","FORB","UTNW","CCC","84","value.RMR",0.197977104118209
"1171","H4","ACMI_UTNW_VE","ACMI","FORB","UTNW","VE","84","value.RMR",0.213979737397554
"1172","H4","ARTR_UTC_MC","ARTR","FORB","UTC","MC","84","value.RMR",0.253794755411398
"1173","H4","ARTR_UTSC_B","ARTR","FORB","UTSC","B","84","value.RMR",0.254601105254112
"1174","H4","ARTR_UTSE_MO","ARTR","FORB","UTSE","MO","84","value.RMR",0.224638760985054
"1175","H4","ARTR_UTSW_BJ","ARTR","FORB","UTSW","BJ","84","value.RMR",0.219452378058661
"1176","H4","ARTR_UTSW_MV","ARTR","FORB","UTSW","MV","84","value.RMR",0.213483489623719
"1177","H4","ARTR_UTSW_OCR","ARTR","FORB","UTSW","OCR","84","value.RMR",0.210197350760081
"1178","H4","ELTR_NMNW_C","ELTR","GRASS","NMNW","C","84","value.RMR",0.270569499640352
"1179","H4","ELTR_UTC_TMC","ELTR","GRASS","UTC","TMC","84","value.RMR",0.281609027611894
"1180","H4","ELTR_UTSW_DNF","ELTR","GRASS","UTSW","DNF","84","value.RMR",0.355635856290963
"1181","H4","ELTR_UTSW_SP","ELTR","GRASS","UTSW","SP","84","value.RMR",0.250233628882634
"1182","H4","HEAN_AZSE_HWD","HEAN","FORB","AZSE","HWD","84","value.RMR",0.236422813110384
"1183","H4","HEAN_UTEC_CI","HEAN","FORB","UTEC","CI","84","value.RMR",NA
"1184","H4","HEAN_UTEC_ONWR","HEAN","FORB","UTEC","ONWR","84","value.RMR",0.16572245822213
"1185","H4","HECO_AZNC_KV","HECO","GRASS","AZNC","KV","84","value.RMR",0.263847918715175
"1186","H4","HECO_UTC_KRRS","HECO","GRASS","UTC","KRRS","84","value.RMR",0.457285416602115
"1187","H4","HECO_UTC_TMR","HECO","GRASS","UTC","TMR","84","value.RMR",0.24260712338561
"1188","H4","HECO_UTEC_GRC","HECO","GRASS","UTEC","GRC","84","value.RMR",0.26873965375811
"1189","H4","HECO_UTSW_SPR","HECO","GRASS","UTSW","SPR","84","value.RMR",0.260203519896361
"1190","H4","HEVI_AZNC_KV","HEVI","FORB","AZNC","KV","84","value.RMR",0.191452618276605
"1191","H4","HEVI_COSW_DE","HEVI","FORB","COSW","DE","84","value.RMR",0.161129933598604
"1192","H4","HEVI_NMNW_NC","HEVI","FORB","NMNW","NC","84","value.RMR",0.152040891499753
"1193","H4","HEVI_NMNW_ND","HEVI","FORB","NMNW","ND","84","value.RMR",0.189313543132038
"1194","H4","MACA_NMNW_CU","MACA","FORB","NMNW","CU","84","value.RMR",0.385843924123771
"1195","H4","MACA_NMNW_FC","MACA","FORB","NMNW","FC","84","value.RMR",0.297551710279983
"1196","H4","MACA_UTC_MK","MACA","FORB","UTC","MK","84","value.RMR",0.401038096362751
"1197","H4","MACA_UTNE_BON","MACA","FORB","UTNE","BON","84","value.RMR",0.251376712348217
"1198","H4","MACA_UTSE_CSR","MACA","FORB","UTSE","CSR","84","value.RMR",0.283322568512114
"1199","H4","MACA_UTSW_BJ","MACA","FORB","UTSW","BJ","84","value.RMR",0.194944341099817
"1200","H4","MUPO_AZSE_BRR","MUPO","GRASS","AZSE","BRR","84","value.RMR",0.331549624169569
"1201","H4","MUPO_AZSE_MRR","MUPO","GRASS","AZSE","MRR","84","value.RMR",0.388981637017094
"1202","H4","MUPO_AZSE_SIT","MUPO","GRASS","AZSE","SIT","84","value.RMR",0.338543416788759
"1203","H4","PAMU_AZNC_WMR","PAMU","FORB","AZNC","WMR","84","value.RMR",0.243579140808297
"1204","H4","PAMU_UTC_WR","PAMU","FORB","UTC","WR","84","value.RMR",0.505849288937243
"1205","H4","PAMU_UTEC_MC","PAMU","FORB","UTEC","MC","84","value.RMR",0.277266474090855
"1206","H4","PAMU_UTSE_MO","PAMU","FORB","UTSE","MO","84","value.RMR",0.240997641157597
"1207","H4","PAMU_UTSW_CP","PAMU","FORB","UTSW","CP","84","value.RMR",0.227824291668224
"1208","H4","PLPA_AZC_TC","PLPA","FORB","AZC","TC","84","value.RMR",0.204390363200951
"1209","H4","PLPA_AZNE_HB","PLPA","FORB","AZNE","HB","84","value.RMR",0.158776595744681
"1210","H4","PLPA_COSW_UP","PLPA","FORB","COSW","UP","84","value.RMR",0.143411966449278
"1211","H4","PLPA_UTNE_BWR","PLPA","FORB","UTNE","BWR","84","value.RMR",0.167185333599634
"1212","H4","PLPA_UTSC_BTR","PLPA","FORB","UTSC","BTR","84","value.RMR",0.148637739656912
"1213","H4","PLPA_UTSW_HR","PLPA","FORB","UTSW","HR","84","value.RMR",0.105931313248386
"1214","H4","VUOC_AZSW_WB","VUOC","GRASS","AZSW","WB","84","value.RMR",0.204683917058133
"1215","H4","VUOC_UTC_GRC","VUOC","GRASS","UTC","GRC","84","value.RMR",0.312473390648342
"1216","H4","VUOC_UTSE_IM","VUOC","GRASS","UTSE","IM","84","value.RMR",0.22775433451445
"1217","H4","VUOC_UTSE_LM","VUOC","GRASS","UTSE","LM","84","value.RMR",0.11987725937955
"1218","H4","VUOC_UTSW_HR","VUOC","GRASS","UTSW","HR","84","value.RMR",0.248216319460819
"1219","H1","ACMI_NMNC_CM","ACMI","FORB","NMNC","CM","10","value.SRL",274.641131614823
"1220","H1","ACMI_UTNW_CCC","ACMI","FORB","UTNW","CCC","10","value.SRL",329.895123839009
"1221","H1","ACMI_UTNW_VE","ACMI","FORB","UTNW","VE","10","value.SRL",229.658581560284
"1222","H1","ARTR_UTC_MC","ARTR","FORB","UTC","MC","10","value.SRL",439.804456952262
"1223","H1","ARTR_UTSC_B","ARTR","FORB","UTSC","B","10","value.SRL",268.294361111111
"1224","H1","ARTR_UTSE_MO","ARTR","FORB","UTSE","MO","10","value.SRL",235.545156395892
"1225","H1","ARTR_UTSW_BJ","ARTR","FORB","UTSW","BJ","10","value.SRL",472.316300342093
"1226","H1","ARTR_UTSW_MV","ARTR","FORB","UTSW","MV","10","value.SRL",245.41346294268
"1227","H1","ARTR_UTSW_OCR","ARTR","FORB","UTSW","OCR","10","value.SRL",242.12437614653
"1228","H1","ELTR_NMNW_C","ELTR","GRASS","NMNW","C","10","value.SRL",271.832133741259
"1229","H1","ELTR_UTC_TMC","ELTR","GRASS","UTC","TMC","10","value.SRL",313.942400853318
"1230","H1","ELTR_UTSW_DNF","ELTR","GRASS","UTSW","DNF","10","value.SRL",250.043590953394
"1231","H1","ELTR_UTSW_SP","ELTR","GRASS","UTSW","SP","10","value.SRL",575.746003716334
"1232","H1","HEAN_AZSE_HWD","HEAN","FORB","AZSE","HWD","10","value.SRL",135.190242484189
"1233","H1","HEAN_UTEC_CI","HEAN","FORB","UTEC","CI","10","value.SRL",111.326979166667
"1234","H1","HEAN_UTEC_ONWR","HEAN","FORB","UTEC","ONWR","10","value.SRL",222.497125
"1235","H1","HEAN_UTSE_VNS","HEAN","FORB","UTSE","VNS","10","value.SRL",219.296666666667
"1236","H1","HECO_AZNC_KV","HECO","GRASS","AZNC","KV","10","value.SRL",77.9575681318681
"1237","H1","HECO_UTC_KRRS","HECO","GRASS","UTC","KRRS","10","value.SRL",103.677291155844
"1238","H1","HECO_UTC_TMR","HECO","GRASS","UTC","TMR","10","value.SRL",204.083829032809
"1239","H1","HECO_UTEC_GRC","HECO","GRASS","UTEC","GRC","10","value.SRL",158.309500257998
"1240","H1","HECO_UTSW_SPR","HECO","GRASS","UTSW","SPR","10","value.SRL",110.700554070113
"1241","H1","HEVI_AZNC_KV","HEVI","FORB","AZNC","KV","10","value.SRL",224.910830215391
"1242","H1","HEVI_COSW_DE","HEVI","FORB","COSW","DE","10","value.SRL",340.908384122519
"1243","H1","HEVI_NMNW_NC","HEVI","FORB","NMNW","NC","10","value.SRL",430.893542976939
"1244","H1","HEVI_NMNW_ND","HEVI","FORB","NMNW","ND","10","value.SRL",307.994058974425
"1245","H1","MACA_NMNW_CU","MACA","FORB","NMNW","CU","10","value.SRL",367.873044953354
"1246","H1","MACA_NMNW_FC","MACA","FORB","NMNW","FC","10","value.SRL",504.201691058302
"1247","H1","MACA_UTC_MK","MACA","FORB","UTC","MK","10","value.SRL",180.130660648625
"1248","H1","MACA_UTNE_BON","MACA","FORB","UTNE","BON","10","value.SRL",163.394610705596
"1249","H1","MACA_UTSE_CSR","MACA","FORB","UTSE","CSR","10","value.SRL",437.68175484207
"1250","H1","MACA_UTSW_BJ","MACA","FORB","UTSW","BJ","10","value.SRL",193.599991749175
"1251","H1","MUPO_AZSE_BRR","MUPO","GRASS","AZSE","BRR","10","value.SRL",191.903549861974
"1252","H1","MUPO_AZSE_MRR","MUPO","GRASS","AZSE","MRR","10","value.SRL",352.111561113224
