"","Harvest","Species","CI_10","CI_20","CI_50","CI_80","CI_90","trait"
"168","h4","ELTR",-0.764619255726184,-0.576498995927335,-0.212443462703431,0.133722536568093,0.326244335399788,"rel_RDMC2"
"169","h4","HEAN",-0.610801947701905,-0.372911865770638,0.0246274385556194,0.428530531663313,0.646226750619805,"rel_RDMC2"
"170","h4","HECO",-0.583347439604466,-0.411676553865772,-0.0776924479992197,0.270553218636786,0.44550469842105,"rel_RDMC2"
"171","h4","HEVI",-0.840336986122502,-0.653152062517758,-0.275441028627679,0.0968142789834826,0.284011928702234,"rel_RDMC2"
"172","h4","MACA",-0.739577708381901,-0.556694207358955,-0.209503124621844,0.121526577012602,0.295922120322232,"rel_RDMC2"
"173","h4","MUPO",-0.482202827963534,-0.265660972397749,0.128283408461671,0.518555986084514,0.724995007671639,"rel_RDMC2"
"174","h4","PAMU",-0.707752818247959,-0.510119561329921,-0.165683136055991,0.189669863429788,0.36877950460646,"rel_RDMC2"
"175","h4","PLPA",-0.592043197002576,-0.422112590111467,-0.0938969849616838,0.239459110454248,0.422859298514853,"rel_RDMC2"
"176","h4","VUOC",-0.400326393913526,-0.226913582568104,0.11503234702459,0.47260072510786,0.670912931268344,"rel_RDMC2"
"177","h1","ACMI",-0.545333898198402,-0.365912317606397,-0.0669198181505891,0.225590686271566,0.399073865494806,"rel_RTD2"
"178","h1","ARTR",-0.291383257690737,-0.124211112825206,0.131190080349238,0.396372078666382,0.569727646267129,"rel_RTD2"
"179","h1","ELTR",-0.453303615203,-0.264522020238663,0.0386138310880239,0.325437944542201,0.49800479740614,"rel_RTD2"
"180","h1","HEAN",-0.573918400713469,-0.388029768593816,-0.0983188158615163,0.199951198059041,0.370636537210683,"rel_RTD2"
"181","h1","HECO",-0.538804262579384,-0.371527266246198,-0.079910248078888,0.194323905835902,0.36640129626763,"rel_RTD2"
"182","h1","HEVI",0.424214971860784,0.616574519252566,0.928380337585423,1.23111029788183,1.37829006614946,"rel_RTD2"
"183","h1","MACA",-0.477016394062769,-0.315791910609331,-0.0519483191012903,0.218377441911282,0.388444100019004,"rel_RTD2"
"184","h1","MUPO",-0.913782157320721,-0.734677069731107,-0.421917786909858,-0.103220818000718,0.0793351080301724,"rel_RTD2"
"185","h1","PAMU",-0.37162725827315,-0.200608518719285,0.0699753281608751,0.351523981817194,0.519484246091147,"rel_RTD2"
"186","h1","PLPA",-0.608667681167534,-0.443478042265356,-0.179779989963925,0.0848040837760882,0.263070104693828,"rel_RTD2"
"187","h1","VUOC",-0.580392282275436,-0.408024203684499,-0.136184075598585,0.128529938911679,0.314714880698,"rel_RTD2"
"188","h2","ACMI",-0.303240553793014,-0.159107030469551,0.105328094679935,0.370952542558401,0.505544560028281,"rel_RTD2"
"189","h2","ARTR",NA,NA,NA,NA,NA,"rel_RTD2"
"190","h2","ELTR",NA,NA,NA,NA,NA,"rel_RTD2"
"191","h2","HEAN",NA,NA,NA,NA,NA,"rel_RTD2"
"192","h2","HECO",NA,NA,NA,NA,NA,"rel_RTD2"
"193","h2","HEVI",NA,NA,NA,NA,NA,"rel_RTD2"
"194","h2","MACA",NA,NA,NA,NA,NA,"rel_RTD2"
"195","h2","MUPO",NA,NA,NA,NA,NA,"rel_RTD2"
"196","h2","PAMU",NA,NA,NA,NA,NA,"rel_RTD2"
"197","h2","PLPA",NA,NA,NA,NA,NA,"rel_RTD2"
"198","h2","VUOC",NA,NA,NA,NA,NA,"rel_RTD2"
"199","h3","ACMI",-0.0823488979649179,0.0583377109533859,0.320168892010523,0.57664668029278,0.718914635003921,"rel_RTD2"
"200","h3","ARTR",-0.448225638069787,-0.276007486259526,0.0835971770338745,0.455589309736326,0.645136175180912,"rel_RTD2"
"201","h3","ELTR",-0.966452218393482,-0.745307601856554,-0.34219507654659,0.0471281481174452,0.269856370758643,"rel_RTD2"
"202","h3","HEAN",-0.620814467721551,-0.432045466253526,-0.0306543920586599,0.367075357086584,0.560782451769851,"rel_RTD2"
"203","h3","HECO",-0.477687631161577,-0.296966631493258,0.0676638796329777,0.456465209678302,0.647902045069532,"rel_RTD2"
"204","h3","HEVI",-0.736568134597203,-0.531627270463116,-0.141986436257036,0.244031586484917,0.448078854336726,"rel_RTD2"
"205","h3","MACA",-0.408465212170966,-0.195982870549919,0.169825765561992,0.527292247038485,0.709312313839913,"rel_RTD2"
"206","h3","MUPO",0.146490009041721,0.363624454753852,0.80334242479961,1.21362627808743,1.43106166480107,"rel_RTD2"
"207","h3","PAMU",-0.443381397977745,-0.253154893308925,0.110132638971661,0.467289564324283,0.704258550880075,"rel_RTD2"
"208","h3","PLPA",-0.72199094568824,-0.546611950247701,-0.184305737623363,0.17943509914859,0.364693600696774,"rel_RTD2"
"209","h3","VUOC",-0.730058223783176,-0.536811873520636,-0.163240499890942,0.209728392873382,0.409347092811212,"rel_RTD2"
"210","h4","ACMI",NA,NA,NA,NA,NA,"rel_RTD2"
"211","h4","ARTR",-0.550899173240411,-0.375535176280837,-0.0148759187072038,0.332347151575551,0.511835988936295,"rel_RTD2"
"212","h4","ELTR",0.699319056661572,0.922126921762536,1.3244527426901,1.69512122178028,1.88910673306573,"rel_RTD2"
"213","h4","HEAN",-1.08756190938559,-0.859149830556394,-0.416142214082014,0.0141619902261155,0.250365620974284,"rel_RTD2"
"214","h4","HECO",-0.416984118456311,-0.209062614117638,0.145331495085029,0.515153990023209,0.710028091500088,"rel_RTD2"
"215","h4","HEVI",-1.04330577046455,-0.833117494598926,-0.442417670263879,-0.0679763455606996,0.138034057762776,"rel_RTD2"
"216","h4","MACA",-0.968576374705925,-0.776267290518398,-0.427831881772746,-0.0674804677656734,0.123863535955862,"rel_RTD2"
