"","Days","POP_ID","LDMC","RDMC","RMR","RTD","SLA","SRL","rel_LDMC2","rel_RDMC2","rel_RMR2","rel_RTD2","rel_SLA2","rel_SRL2","H_num","SPECIES","LOCATION_CODE","POP_CODE","GrowthForm"
"HEVI_COSW_DE.126","42","HEVI_COSW_DE",0.160891316453484,0.0872054572129332,0.21177633164618,0.0597373737373737,30.6608864921288,35.4652773189176,-0.517326050639548,-0.613527804481703,-0.454496102813127,-0.0851049576474569,-0.285710273916626,-0.0354792026482925,"H3","HEVI","COSW","DE","FORB"
"HEVI_COSW_DE.176","84","HEVI_COSW_DE",0.148318846595762,0.114713290831591,0.161129933598604,0.105088207839886,38.4484837092732,17.5025321006833,-0.078142625312887,0.315437066644701,-0.239150417111728,0.759170202257133,0.253991260792265,-0.506488221048049,"H4","HEVI","COSW","DE","FORB"
"HEVI_NMNW_NC.25","10","HEVI_NMNW_NC",0.0714285714285714,0.0749264705882353,0.165926876987038,0.0515,NA,43.0893542976939,NA,NA,NA,NA,NA,NA,"H1","HEVI","NMNW","NC","FORB"
"HEVI_NMNW_NC.76","24","HEVI_NMNW_NC",0.261760752688172,0.143389497470893,0.384428104575163,0.119205882352941,29.4090909090909,31.935157751938,2.66465053763441,0.913736178218,1.31685252899199,1.31467732724158,NA,-0.258862002635136,"H2","HEVI","NMNW","NC","FORB"
"HEVI_NMNW_NC.127","42","HEVI_NMNW_NC",0.381830954504906,0.149842401256143,0.369986824769433,0.173202380952381,14.4767902097902,28.3469914285714,0.458702080367909,0.0450026250113644,-0.0375656192506767,0.452968406706379,-0.507744382356438,-0.112357870633935,"H3","HEVI","NMNW","NC","FORB"
"HEVI_NMNW_NC.177","84","HEVI_NMNW_NC",0.147211986504803,0.106412445345053,0.152040891499753,0.103171592920145,37.3576961309705,25.0343945352974,-0.614457694516459,-0.289837559642751,-0.589064038714078,-0.404329245632537,1.58052341642048,-0.116858852609495,"H4","HEVI","NMNW","NC","FORB"
"HEVI_NMNW_ND.26","10","HEVI_NMNW_ND",NA,0.110371905393457,0.308230188447619,0.0526041666666667,NA,30.7994058974425,NA,NA,NA,NA,NA,NA,"H1","HEVI","NMNW","ND","FORB"
"HEVI_NMNW_ND.77","24","HEVI_NMNW_ND",0.206959706959707,0.0995522809394761,0.349102377486657,0.0716944444444444,16.1316666666667,39.5806857220161,NA,-0.0980287910715224,0.132602809753608,0.362904290429043,NA,0.28511198734852,"H2","HEVI","NMNW","ND","FORB"
"HEVI_NMNW_ND.128","42","HEVI_NMNW_ND",0.249659567339711,0.155669103821399,0.364659090909091,0.10765931372549,39.8278966131907,26.5346555383023,0.206319679358248,0.563691985279978,0.0445620380314613,0.501640950839847,1.46892633205026,-0.329605966792464,"H3","HEVI","NMNW","ND","FORB"
"HEVI_NMNW_ND.178","84","HEVI_NMNW_ND",0.137337900406846,0.0963933279482223,0.189313543132038,0.0776575043261723,25.641366217515,15.1549896627502,-0.449899309406515,-0.38078060718577,-0.480847871747606,-0.278673608080175,-0.356195822577716,-0.42886050882122,"H4","HEVI","NMNW","ND","FORB"
"MACA_NMNW_CU.27","10","MACA_NMNW_CU",0.666666666666667,0.0991416666666667,0.213082182709012,0.0657066666666667,4.09375,36.7873044953354,NA,NA,NA,NA,NA,NA,"H1","MACA","NMNW","CU","FORB"
"MACA_NMNW_CU.78","24","MACA_NMNW_CU",0.177628346843527,0.0521635056011862,0.238564457314457,0.0562962962962963,31.1886408730159,64.0470677083333,-0.733557479734709,-0.473848812966097,0.119588950523586,-0.143217893217893,6.61859929722525,0.741010073637074,"H2","MACA","NMNW","CU","FORB"
"MACA_NMNW_CU.129","42","MACA_NMNW_CU",0.0986253073294681,0.0765935946211084,0.502212479194576,0.0718307500956755,45.7053872053872,32.9975253872054,-0.444765944839047,0.468336794821677,1.10514376218499,0.275940955646867,0.465449789603724,-0.484792566343955,"H3","MACA","NMNW","CU","FORB"
"MACA_NMNW_CU.179","84","MACA_NMNW_CU",0.157671908577304,0.102124855820643,0.385843924123771,0.10831726375623,30.4339671769923,10.4627569574301,0.598696245889351,0.333334155758484,-0.231711795090061,0.507951171496276,-0.334127352641591,-0.682922981809814,"H4","MACA","NMNW","CU","FORB"
"MACA_NMNW_FC.28","10","MACA_NMNW_FC",0.209703703703704,0.118567407407407,0.128066472658686,0.06894,10.65,50.4201691058302,NA,NA,NA,NA,NA,NA,"H1","MACA","NMNW","FC","FORB"
"MACA_NMNW_FC.79","24","MACA_NMNW_FC",0.101370442757328,0.0924476159902578,0.310751993104934,0.0938888888888889,44.2843269230769,31.720576449014,-0.516601562266362,-0.220294868448964,1.42648982714726,0.361892789220901,3.15815276273023,-0.370875246720543,"H2","MACA","NMNW","FC","FORB"
"MACA_NMNW_FC.130","42","MACA_NMNW_FC",0.153123177133969,0.226045348517221,0.368166661023154,0.120576174007547,22.3390400581154,23.0001059556423,0.510530811239839,1.44511820122048,0.184760417285021,0.284243273453159,-0.495554260158026,-0.274915259102826,"H3","MACA","NMNW","FC","FORB"
"MACA_NMNW_FC.180","84","MACA_NMNW_FC",0.161931626590165,0.0940590645836298,0.297551710279983,0.0795475933741157,21.9249617048825,15.6815132405328,0.057525252682619,-0.583892943603465,-0.191801589385983,-0.34027104418542,-0.0185360853535166,-0.318198217400565,"H4","MACA","NMNW","FC","FORB"
"MACA_UTC_MK.29","10","MACA_UTC_MK",0.111111111111111,0.112949814969976,0.384957106398791,0.123420833333333,33.3,18.0130660648625,NA,NA,NA,NA,NA,NA,"H1","MACA","UTC","MK","FORB"
"MACA_UTC_MK.80","24","MACA_UTC_MK",0.121637718006703,0.0646916003140136,0.298016784812882,0.0669206188548294,36.7843055555556,50.9579143412537,0.0947394620603313,-0.427253596376324,-0.225844178846887,-0.457785067176697,0.104633800467134,1.82894173361501,"H2","MACA","UTC","MK","FORB"
"MACA_UTC_MK.131","42","MACA_UTC_MK",0.13512038294647,0.118068865696374,0.20842328042328,0.159803921568627,39.8146417161114,11.0889707792208,0.110842797453857,0.825103492930556,-0.300632410506192,1.38796239938082,0.082381225220606,-0.782389626369705,"H3","MACA","UTC","MK","FORB"
"MACA_UTC_MK.181","84","MACA_UTC_MK",0.152580368768254,0.0757927642452497,0.401038096362751,0.0793006623498564,29.4007406294993,18.9450136332865,0.129218001318877,-0.358063077863739,0.924152117500001,-0.503762726399672,-0.261559583051528,0.708455546549626,"H4","MACA","UTC","MK","FORB"
"MACA_UTNE_BON.30","10","MACA_UTNE_BON",0.140944881889764,0.2971,0.431603928336244,0.2048,NA,16.3394610705596,NA,NA,NA,NA,NA,NA,"H1","MACA","UTNE","BON","FORB"
"MACA_UTNE_BON.81","24","MACA_UTNE_BON",0.089512967032967,0.148969565217391,0.224289086402311,0.142466666666667,92.2686613744922,49.0767784367397,-0.364907999263307,-0.498587797989258,-0.480335854988842,-0.304361979166667,NA,2.00357387705804,"H2","MACA","UTNE","BON","FORB"
"MACA_UTNE_BON.132","42","MACA_UTNE_BON",0.101389092484192,0.124958833215714,0.363144963144963,0.144166666666667,35.7938775510204,18.925462962963,0.132674916773238,-0.161178774782879,0.619093327142916,0.0119326158165653,-0.612068962334424,-0.614370307795202,"H3","MACA","UTNE","BON","FORB"
"MACA_UTNE_BON.182","84","MACA_UTNE_BON",0.192037749258042,0.080577866488706,0.251376712348217,0.10875657454823,18.3650436329056,13.1557951455079,0.894067148179519,-0.355164701725359,-0.307778606727169,-0.245619136081644,-0.486922208784779,-0.304862704217399,"H4","MACA","UTNE","BON","FORB"
"MACA_UTSE_CSR.31","10","MACA_UTSE_CSR",0.0833333333333333,0.146499102564103,0.210264263190519,0.0598,NA,43.768175484207,NA,NA,NA,NA,NA,NA,"H1","MACA","UTSE","CSR","FORB"
"MACA_UTSE_CSR.82","24","MACA_UTSE_CSR",0.233484739819906,0.0648070469798658,0.310246801912392,0.0665865384615385,52.7463333333333,32.1466777777778,1.80181687783887,-0.557628368736876,0.475508948619005,0.113487265243118,NA,-0.265523924126621,"H2","MACA","UTSE","CSR","FORB"
"MACA_UTSE_CSR.133","42","MACA_UTSE_CSR",0.145706843566504,0.0638813566683544,0.248113588470969,0.0738671496258895,37.5965563322794,31.3583144027269,-0.375947037571309,-0.0142837909556189,-0.200270278560253,0.109340586439352,-0.287219528707598,-0.0245239455380316,"H3","MACA","UTSE","CSR","FORB"
"MACA_UTSE_CSR.183","84","MACA_UTSE_CSR",0.154920650815982,0.0839918571938667,0.283322568512114,0.092782638355348,32.2118246625816,17.5571025740479,0.0632352401846688,0.314810166445239,0.141906697888353,0.25607443667799,-0.143224066111466,-0.440113318956929,"H4","MACA","UTSE","CSR","FORB"
"MACA_UTSW_BJ.32","10","MACA_UTSW_BJ",0.08,0.0983783068783069,0.284884593884117,0.0769333333333333,28.4027777777778,19.3599991749175,NA,NA,NA,NA,NA,NA,"H1","MACA","UTSW","BJ","FORB"
"MACA_UTSW_BJ.83","24","MACA_UTSW_BJ",0.0913242793616979,0.0676801197764902,0.238001233466592,0.08,30.3038779335287,27.9779423076923,0.141553492021223,-0.312042238537303,-0.164569658816286,0.0398613518197571,0.0669335996156797,0.445141709713505,"H2","MACA","UTSW","BJ","FORB"
"MACA_UTSW_BJ.134","42","MACA_UTSW_BJ",0.103490183000829,0.0630456574038562,0.331698277741443,0.069349477682811,32.9155405405405,23.7878280833333,0.13321653041407,-0.0684759777012672,0.393683019663861,-0.133131528964862,0.0861824553524314,-0.149764917601068,"H3","MACA","UTSW","BJ","FORB"
"MACA_UTSW_BJ.184","84","MACA_UTSW_BJ",0.14020147097149,0.0762026217285233,0.194944341099817,0.0671605967692181,22.5688088819979,18.3205120894995,0.354732080919866,0.208689461993973,-0.412284132353034,-0.0315630482987102,-0.314341842443666,-0.229836703657048,"H4","MACA","UTSW","BJ","FORB"
"MUPO_AZSE_BRR.33","10","MUPO_AZSE_BRR",0.229666666666667,0.23,0.297949453500272,0.171,12.4443649045521,19.1903549861974,NA,NA,NA,NA,NA,NA,"H1","MUPO","AZSE","BRR","GRASS"
"MUPO_AZSE_BRR.84","24","MUPO_AZSE_BRR",0.11938080495356,0.121191430627138,0.405229837671942,0.104034391534392,23.785360094451,28.6815728805729,-0.48019968815576,-0.473080736403747,0.360062362630148,-0.391611745412915,0.911335795509368,0.49458271622396,"H2","MUPO","AZSE","BRR","GRASS"
"MUPO_AZSE_BRR.135","42","MUPO_AZSE_BRR",0.155299162740418,0.112099309397255,0.502270750115718,0.11601378462138,22.9747234938082,9.46617498592031,0.300872136025802,-0.0750228063389786,0.2394712911598,0.115148393817711,-0.0340813255474701,-0.669956211071949,"H3","MUPO","AZSE","BRR","GRASS"
"MUPO_AZSE_BRR.185","84","MUPO_AZSE_BRR",0.178827065834754,0.147538572518172,0.331549624169569,0.134329444865721,49.3320332758303,7.11342066307662,0.151500514743039,0.316141672160787,-0.339898602311237,0.157874862061576,1.14723077251073,-0.248543295084139,"H4","MUPO","AZSE","BRR","GRASS"
"MUPO_AZSE_MRR.34","10","MUPO_AZSE_MRR",0.218245192307692,0.320089285714286,0.347983243698596,0.14375,25.2938759165376,35.2111561113224,NA,NA,NA,NA,NA,NA,"H1","MUPO","AZSE","MRR","GRASS"
"MUPO_AZSE_MRR.85","24","MUPO_AZSE_MRR",0.135277777777778,0.120312079634114,0.313062353231986,0.102777777777778,24.8339393939394,54.2822411585366,-0.38015689442058,-0.624129625689799,-0.10035221838686,-0.285024154589372,-0.0181837107177985,0.541620530348951,"H2","MUPO","AZSE","MRR","GRASS"
"MUPO_AZSE_MRR.136","42","MUPO_AZSE_MRR",0.200488671205738,0.114727563674365,0.400520436659051,0.148473473473473,15.6628359128359,24.8763495798319,0.482051778933587,-0.0464169182074814,0.279363144511521,0.444606768931093,-0.369297167703552,-0.541722135105326,"H3","MUPO","AZSE","MRR","GRASS"
"MUPO_AZSE_MRR.186","84","MUPO_AZSE_MRR",0.132634336639662,0.143665662537136,0.388981637017094,0.161918843194956,50.9273317023892,7.78986474687772,-0.338444731854426,0.252233185609235,-0.0288095152851809,0.0905573864942593,2.25147578547085,-0.686856597593675,"H4","MUPO","AZSE","MRR","GRASS"
"MUPO_AZSE_SIT.35","10","MUPO_AZSE_SIT",0.156450757575758,0.105,0.44748018062931,0.223833333333333,38.2044819634018,19.8408183886054,NA,NA,NA,NA,NA,NA,"H1","MUPO","AZSE","SIT","GRASS"
"MUPO_AZSE_SIT.86","24","MUPO_AZSE_SIT",0.129195781573499,0.0571884479469619,0.216397822066703,0.0327045454545455,21.5090131578947,105.579279155515,-0.174208015509679,-0.455348114790839,-0.516408030044206,-0.853888851282745,-0.437002884151148,4.32131674649815,"H2","MUPO","AZSE","SIT","GRASS"
"MUPO_AZSE_SIT.137","42","MUPO_AZSE_SIT",0.139421470342523,0.105718842560948,0.333614330874605,0.112777777777778,23.5572572572573,32.9593666666667,0.0791487821388864,0.848604855634382,0.541671388780297,2.44838236429619,0.0952272465652719,-0.687823530049692,"H3","MUPO","AZSE","SIT","GRASS"
"MUPO_AZSE_SIT.187","84","MUPO_AZSE_SIT",0.187237545816485,0.144017735485385,0.338543416788759,0.113184968758208,50.2888711254973,12.529810589891,0.342960631217629,0.362271209149468,0.0147748026927731,0.00361056041760901,1.134750687498,-0.619840674834235,"H4","MUPO","AZSE","SIT","GRASS"
"PAMU_AZNC_WMR.36","10","PAMU_AZNC_WMR",NA,0.100221448228414,0.58992673992674,0.0739583333333333,NA,62.7448375,NA,NA,NA,NA,NA,NA,"H1","PAMU","AZNC","WMR","FORB"
"PAMU_AZNC_WMR.87","24","PAMU_AZNC_WMR",0.16,0.0517679586038961,0.613302804610248,0.0359375,187.25,79.1528507034701,NA,-0.483464273177214,0.0396253688829406,-0.514084507042254,NA,0.261503796283959,"H2","PAMU","AZNC","WMR","FORB"
"PAMU_AZNC_WMR.138","42","PAMU_AZNC_WMR",0.116114768614769,0.0567139959432049,0.173560371517028,0.0622222222222222,55.880126984127,39.357996031746,-0.274282696157696,0.0955424450315591,-0.717007047395902,0.731400966183575,-0.701574755759001,-0.502759588796206,"H3","PAMU","AZNC","WMR","FORB"
"PAMU_AZNC_WMR.188","84","PAMU_AZNC_WMR",0.134739943573502,0.0625909518784002,0.243579140808297,0.059501297340504,23.8527717240719,14.6833997533421,0.160403152681855,0.103624437627014,0.403426016430251,-0.0437291498847569,-0.573143924120871,-0.626927149911328,"H4","PAMU","AZNC","WMR","FORB"
"PAMU_UTC_WR.37","10","PAMU_UTC_WR",0.125,0.0219466490299824,0.104752770673487,0.02,NA,111.881555555556,NA,NA,NA,NA,NA,NA,"H1","PAMU","UTC","WR","FORB"
"PAMU_UTC_WR.88","24","PAMU_UTC_WR",0.125587560178268,0.0805327945001858,0.414682721441474,0.0608365384615385,75.6763463513847,48.390928998269,0.0047004814261451,2.66948021951625,2.958680221777,2.04182692307692,NA,-0.567480727650054,"H2","PAMU","UTC","WR","FORB"
"PAMU_UTC_WR.139","42","PAMU_UTC_WR",0.0832500832500832,0.148868360277136,0.57034632034632,0.127173913043478,42.5405882352941,29.83098,-0.337115211634719,0.848543331956434,0.375379997420064,1.09041993939019,-0.437861494557794,-0.383541903048253,"H3","PAMU","UTC","WR","FORB"
"PAMU_UTC_WR.189","84","PAMU_UTC_WR",0.123917084681732,0.0610079556020777,0.505849288937243,0.0756985669284352,19.5488136715904,21.9204945659624,0.48849202119697,-0.590188570032584,-0.113083979168856,-0.404763405349057,-0.540466775789161,-0.265176854197805,"H4","PAMU","UTC","WR","FORB"
"PAMU_UTEC_MC.38","10","PAMU_UTEC_MC",NA,0.302076259196378,0.286373626373626,0.164166666666667,NA,9.3536125,NA,NA,NA,NA,NA,NA,"H1","PAMU","UTEC","MC","FORB"
"PAMU_UTEC_MC.89","24","PAMU_UTEC_MC",0.383051587301587,0.0872060583764593,0.227315629388912,0.0524465811965812,7.66206420795872,44.2758617963188,NA,-0.711311115251308,-0.206227080798505,-0.680528439411688,NA,3.73355741392096,"H2","PAMU","UTEC","MC","FORB"
"PAMU_UTEC_MC.140","42","PAMU_UTEC_MC",0.0942718092453392,0.0628896632738846,0.363541666666667,0.0716666666666667,50.7340592006033,42.8361810897436,-0.75389265474805,-0.278838369205995,0.599281438077835,0.366469749439804,5.62146098278646,-0.0325161532303571,"H3","PAMU","UTEC","MC","FORB"
"PAMU_UTEC_MC.190","84","PAMU_UTEC_MC",0.140332391502281,0.0627671435398761,0.277266474090855,0.0771343791679215,27.6006470952613,14.1446275036022,0.488593383596481,-0.00194816966144259,-0.237318581297361,0.0762936628082071,-0.455974003851577,-0.669797186776089,"H4","PAMU","UTEC","MC","FORB"
"PAMU_UTSE_MO.39","10","PAMU_UTSE_MO",NA,0.300600343053173,0.439338235294118,0.125,NA,5.60497380952381,NA,NA,NA,NA,NA,NA,"H1","PAMU","UTSE","MO","FORB"
"PAMU_UTSE_MO.90","24","PAMU_UTSE_MO",0.228066603535354,0.0906557899538394,0.483730243466996,0.0796833333333333,33.2131380008376,36.3847196264985,NA,-0.698417543263404,0.101042897263789,-0.362533333333333,NA,5.49150573454503,"H2","PAMU","UTSE","MO","FORB"
"PAMU_UTSE_MO.141","42","PAMU_UTSE_MO",0.121207691233298,0.0557918783725235,0.058390022675737,0.0458333333333333,41.4041015625,45.46568,-0.468542568905715,-0.384574571564244,-0.879292180994838,-0.424806525831416,0.246618177465068,0.249581705362048,"H3","PAMU","UTSE","MO","FORB"
"PAMU_UTSE_MO.191","84","PAMU_UTSE_MO",0.137547335043935,0.0636833046471601,0.240997641157597,0.0711684677125052,22.947415282392,16.1371357010857,0.134806988272609,0.141443996954993,3.12737707768932,0.55276656827284,-0.445769515183112,-0.645069958239144,"H4","PAMU","UTSE","MO","FORB"
"PAMU_UTSW_CP.40","10","PAMU_UTSW_CP",NA,0.0809615384615385,0.259507931844888,0.0745,NA,37.5799795918367,NA,NA,NA,NA,NA,NA,"H1","PAMU","UTSW","CP","FORB"
"PAMU_UTSW_CP.91","24","PAMU_UTSW_CP",0.0801339285714286,0.0764265734265734,0.291640322988547,0.0708,90.8825757575758,37.6123731231231,NA,-0.0560138199093068,0.123820458647348,-0.0496644295302013,NA,0.000861989060085194,"H2","PAMU","UTSW","CP","FORB"
"PAMU_UTSW_CP.142","42","PAMU_UTSW_CP",0.0962453019056793,0.0516725595849637,0.369121595703874,0.0498931623931624,59.3182323232323,45.3946019047619,0.201055578098727,-0.323892760485881,0.265674073877533,-0.295294316480757,-0.347309076258353,0.206906082638388,"H3","PAMU","UTSW","CP","FORB"
"PAMU_UTSW_CP.192","84","PAMU_UTSW_CP",0.133722960858671,0.0715487761219836,0.227824291668224,0.0862418721683596,22.6282565195047,14.2391337349151,0.389397281850908,0.384657092597437,-0.382793382127132,0.728530885430077,-0.618527801094939,-0.686325396909773,"H4","PAMU","UTSW","CP","FORB"
"PLPA_AZC_TC.41","10","PLPA_AZC_TC",0.075213152719557,0.0635319719285564,0.422161172161172,0.0348939393939394,78.9996212121212,35.2639791666667,NA,NA,NA,NA,NA,NA,"H1","PLPA","AZC","TC","FORB"
"PLPA_AZC_TC.92","24","PLPA_AZC_TC",0.145954696915337,0.0687684353550952,0.177722669027017,0.0249519230769231,52.0472941529606,92.5987051282051,0.940547519122753,0.082422491661795,-0.57901701827006,-0.284921006045626,-0.341170332789206,1.62587227296613,"H2","PLPA","AZC","TC","FORB"
"PLPA_AZC_TC.143","42","PLPA_AZC_TC",0.110145411784595,0.0965581301654206,0.198269674754698,0.0477170694148306,26.8994111120279,25.5003723482535,-0.24534520565319,0.4041053815872,0.115612745634366,0.912360392733096,-0.483173687512479,-0.724614158341117,"H3","PLPA","AZC","TC","FORB"
"PLPA_AZC_TC.193","84","PLPA_AZC_TC",0.120013761326192,0.09615168096557,0.204390363200951,0.0699826814894022,104.591313018242,32.6676072013504,0.0895938322051585,-0.00420937314293749,0.0308705224529432,0.466617341501097,2.88823802062621,0.281063929389557,"H4","PLPA","AZC","TC","FORB"
"PLPA_AZNE_HB.42","10","PLPA_AZNE_HB",0.0711650377720368,0.33197156196944,0.581693306693307,0.132291666666667,99.1022916666667,11.809248015873,NA,NA,NA,NA,NA,NA,"H1","PLPA","AZNE","HB","FORB"
"PLPA_AZNE_HB.93","24","PLPA_AZNE_HB",0.0869447169129503,0.0892020512411206,0.0930562968234201,0.0452232142857143,62.6619083140503,40.333253968254,0.221733587656632,-0.731296106473927,-0.84002515457431,-0.658155230596176,-0.36770474970634,2.41539562163834,"H2","PLPA","AZNE","HB","FORB"
"PLPA_AZNE_HB.144","42","PLPA_AZNE_HB",0.108541592599564,0.0684135623903339,0.101382028806183,0.0375622681505034,35.3358977295082,41.0211182062561,0.248397791762739,-0.23304944854456,0.0894698399460443,-0.169402955013547,-0.436086472942845,0.0170545187983977,"H3","PLPA","AZNE","HB","FORB"
"PLPA_AZNE_HB.194","84","PLPA_AZNE_HB",0.150170648464164,0.0885756676557864,0.158776595744681,0.103826086956522,117.990909090909,37.9137370184255,0.383530910755842,0.294709185737435,0.566121704352768,1.76410589851801,2.33912300726345,-0.0757507674999638,"H4","PLPA","AZNE","HB","FORB"
"PLPA_COSW_UP.43","10","PLPA_COSW_UP",0.0777307044766669,0.127365725359911,0.356504922644163,0.0502380952380952,71.1582386363636,40.26565625,NA,NA,NA,NA,NA,NA,"H1","PLPA","COSW","UP","FORB"
"PLPA_COSW_UP.94","24","PLPA_COSW_UP",0.0788792455730263,0.0867828982798973,0.0777948463932523,0.0430121259029928,46.8619964788732,39.9948988095238,0.0147758997437644,-0.318632245569479,-0.781784650219539,-0.143834460698722,-0.341439622777206,-0.00672427735425724,"H2","PLPA","COSW","UP","FORB"
"PLPA_COSW_UP.145","42","PLPA_COSW_UP",0.115383492497687,0.0835056869063978,0.119140474315481,0.0444280023409445,30.8346279296779,32.4306214035243,0.462786461248096,-0.037763331698483,0.531470011692383,0.0329180761989074,-0.342012072755393,-0.1891310549884,"H3","PLPA","COSW","UP","FORB"
"PLPA_COSW_UP.195","84","PLPA_COSW_UP",0.168663449130519,0.120461153282433,0.143411966449278,0.101389840319043,107.316724349562,34.9607465729986,0.461764117894946,0.442550295017143,0.203721634257782,1.2821156697744,2.48039628025707,0.0780165491740904,"H4","PLPA","COSW","UP","FORB"
"PLPA_UTNE_BWR.44","10","PLPA_UTNE_BWR",0.07472634086171,0.105107902584043,0.304662032598274,0.0655714285714286,80.4299603174603,49.7804956521739,NA,NA,NA,NA,NA,NA,"H1","PLPA","UTNE","BWR","FORB"
"PLPA_UTNE_BWR.95","24","PLPA_UTNE_BWR",0.0753650514490533,0.0851239121009274,0.102804769364255,0.038508152173913,73.3270508269621,38.5072375655771,0.00854732855881776,-0.190128334709526,-0.662561269983343,-0.412729705408734,-0.0883117368510784,-0.226459337917511,"H2","PLPA","UTNE","BWR","FORB"
"PLPA_UTNE_BWR.146","42","PLPA_UTNE_BWR",0.127703853187867,0.150091130366846,0.180760888725389,0.0354421516985184,48.5808341903195,43.7437893844549,0.694470457227703,0.763207618899025,0.758292828661694,-0.0796195169674137,-0.33747732054626,0.135988768603825,"H3","PLPA","UTNE","BWR","FORB"
"PLPA_UTNE_BWR.196","84","PLPA_UTNE_BWR",0.141865432915861,0.0938586416097784,0.167185333599634,0.0790699604238478,173.022878712045,42.9163497219776,0.110893910986074,-0.37465564167334,-0.0751022813700496,1.2309582413743,2.56154606226426,-0.0189155917701844,"H4","PLPA","UTNE","BWR","FORB"
"PLPA_UTSC_BTR.45","10","PLPA_UTSC_BTR",0.067878605660843,0.0842348635057471,0.34410328800772,0.0371526709401709,94.2454159108491,48.2088294455647,NA,NA,NA,NA,NA,NA,"H1","PLPA","UTSC","BTR","FORB"
"PLPA_UTSC_BTR.96","24","PLPA_UTSC_BTR",0.0808896470830744,0.103760383244207,0.118847399224875,0.034130303030303,77.6798136982396,50.0241303227579,0.191681035512741,0.231798556153979,-0.654617077584539,-0.0813499496371337,-0.175770906759854,0.0376549461596644,"H2","PLPA","UTSC","BTR","FORB"
"PLPA_UTSC_BTR.147","42","PLPA_UTSC_BTR",0.112354005036932,0.121384935145566,0.169676358580242,0.0293321692709537,61.4157104526885,50.0900759718956,0.388978801224628,0.169858199731962,0.427682554998036,-0.140582805698774,-0.2093736129277,0.00131827677387302,"H3","PLPA","UTSC","BTR","FORB"
"PLPA_UTSC_BTR.197","84","PLPA_UTSC_BTR",0.17285818925605,0.0836884267939322,0.148637739656912,0.0659650694133453,136.871022201665,51.8494154786151,0.538513817991888,-0.310553433228168,-0.123992635741178,1.24889842970692,1.22859950968252,0.0351235144403981,"H4","PLPA","UTSC","BTR","FORB"
"PLPA_UTSW_HR.46","10","PLPA_UTSW_HR",0.0684900250219788,0.138680555555556,0.398373186069763,0.0539285714285714,114.853777894922,48.038710755814,NA,NA,NA,NA,NA,NA,"H1","PLPA","UTSW","HR","FORB"
"PLPA_UTSW_HR.97","24","PLPA_UTSW_HR",0.11818965012493,0.219884910485934,0.264448660592998,0.0755923763736264,75.5816071428571,36.2749147655962,0.725647641200343,0.585549680018749,-0.336178563617765,0.401712939378502,-0.341931902213911,-0.244881592472672,"H2","PLPA","UTSW","HR","FORB"
"PLPA_UTSW_HR.148","42","PLPA_UTSW_HR",0.118609853079342,0.0663826232247285,0.109126984126984,0.0314980158730159,70.5791000502765,79.4269444444444,0.0035553278478066,-0.698102870824439,-0.587341513160707,-0.583317559467474,-0.0661868314486268,1.18958321357035,"H3","PLPA","UTSW","HR","FORB"
"PLPA_UTSW_HR.198","84","PLPA_UTSW_HR",0.137315423976608,0.0910957684874377,0.105931313248386,0.0500044369509273,296.494601889339,49.5526540247678,0.15770672007117,0.372283348596312,-0.0292839658693318,0.587542439260937,3.20088385482576,-0.376122871509584,"H4","PLPA","UTSW","HR","FORB"
"VUOC_AZSW_WB.47","10","VUOC_AZSW_WB",0.126247835497835,0.0900168859649123,0.570317413211318,0.0382041666666667,123.428244631186,78.0879628250703,NA,NA,NA,NA,NA,NA,"H1","VUOC","AZSW","WB","GRASS"
"VUOC_AZSW_WB.98","24","VUOC_AZSW_WB",0.137302565490713,0.0817036543172166,0.237150142314991,0.0328260281385281,100.474152930403,53.7030114087302,0.0875637190078174,-0.0923519132947581,-0.584178675205345,-0.140773611817346,-0.185971142742665,-0.312275420361092,"H2","VUOC","AZSW","WB","GRASS"
"VUOC_AZSW_WB.149","42","VUOC_AZSW_WB",0.13854409880152,0.119422483353874,0.255826688400254,0.0388988209010626,50.9292345936569,52.5735540087856,0.00904231691789603,0.461654124920932,0.0787541002630149,0.184999316301895,-0.493111082718609,-0.0210315468409837,"H3","VUOC","AZSW","WB","GRASS"
"VUOC_AZSW_WB.199","84","VUOC_AZSW_WB",0.191647817322932,0.13160814517522,0.204683917058133,0.0249978833687867,65.9332789337685,43.8250490099033,0.383298307042931,0.102038255101744,-0.199911790524783,-0.35736141122715,0.294605730084551,-0.166405052194498,"H4","VUOC","AZSW","WB","GRASS"
"VUOC_UTC_GRC.48","10","VUOC_UTC_GRC",0.168619444444444,0.161625,0.459971120674153,0.0582208333333333,120.047298178621,78.0554808689701,NA,NA,NA,NA,NA,NA,"H1","VUOC","UTC","GRC","GRASS"
"VUOC_UTC_GRC.99","24","VUOC_UTC_GRC",0.116390242360071,0.139443629249205,0.417290079224908,0.0368475437605872,154.028248400366,93.871502016129,-0.309746021619598,-0.137239726223015,-0.092790698221858,-0.367107242357337,0.28306301547232,0.202625375836309,"H2","VUOC","UTC","GRC","GRASS"
"VUOC_UTC_GRC.150","42","VUOC_UTC_GRC",0.16001254147668,0.127514367816092,0.391748366013072,0.0386346839959225,93.5230958195244,84.5013516176806,0.374793438282025,-0.0855489884861931,-0.0612085321061988,0.0485009325708936,-0.392818546008328,-0.0998189034712419,"H3","VUOC","UTC","GRC","GRASS"
