"","Days","POP_ID","LDMC","RDMC","RMR","RTD","SLA","SRL","rel_LDMC2","rel_RDMC2","rel_RMR2","rel_RTD2","rel_SLA2","rel_SRL2","H_num","SPECIES","LOCATION_CODE","POP_CODE","GrowthForm"
"VUOC_UTC_GRC.200","84","VUOC_UTC_GRC",0.231035206364044,0.162137375715198,0.312473390648342,0.0404443622250398,33.2063693693694,112.184955561874,0.443856864167828,0.271522405608762,-0.202361980910176,0.0468407669468258,-0.644939369485275,0.32761137442447,"H4","VUOC","UTC","GRC","GRASS"
"VUOC_UTSE_IM.49","10","VUOC_UTSE_IM",0.169972609498345,0.328386111111111,0.50699576061751,0.0517245833333333,82.0687842199547,58.1561889022123,NA,NA,NA,NA,NA,NA,"H1","VUOC","UTSE","IM","GRASS"
"VUOC_UTSE_IM.100","24","VUOC_UTSE_IM",0.108675275810294,0.075901203478072,0.336332864604259,0.0364958575906852,109.686382335448,79.9257770550528,-0.360630656133146,-0.768865975417607,-0.33661602180931,-0.29441949574554,0.336517695223493,0.374329689819347,"H2","VUOC","UTSE","IM","GRASS"
"VUOC_UTSE_IM.151","42","VUOC_UTSE_IM",0.129566800264133,0.116981805721546,0.293003121205019,0.0462701440116301,92.4657388716356,54.6002782225237,0.192238062411801,0.541237824448226,-0.128829941879818,0.267819064030972,-0.156998919074088,-0.316862716456105,"H3","VUOC","UTSE","IM","GRASS"
"VUOC_UTSE_IM.201","84","VUOC_UTSE_IM",0.186086086086086,0.19365373956941,0.22775433451445,0.0276247195086864,92.8457952069717,43.3880180351774,0.436217346625325,0.655417595710293,-0.22268973252648,-0.402968802047756,0.00411023953276005,-0.20535170428346,"H4","VUOC","UTSE","IM","GRASS"
"VUOC_UTSE_LM.50","10","VUOC_UTSE_LM",0.136848214285714,0.258961111111111,0.586113233861633,0.0423075,149.564389481576,66.732705615378,NA,NA,NA,NA,NA,NA,"H1","VUOC","UTSE","LM","GRASS"
"VUOC_UTSE_LM.101","24","VUOC_UTSE_LM",0.127168665667166,0.110215978949329,0.365848347057828,0.0478553685897436,96.6983601429255,45.2662016502566,-0.0707320053028878,-0.574391774593369,-0.375806028730284,0.131132035448646,-0.353466687637987,-0.321678909421808,"H2","VUOC","UTSE","LM","GRASS"
"VUOC_UTSE_LM.152","42","VUOC_UTSE_LM",0.152449969760477,0.179092937107748,0.222964493560865,0.0356977872996441,67.5813962165577,67.4180337785076,0.198801363218503,0.624927154982527,-0.390554869650343,-0.254048430685479,-0.301111248250035,0.489368034442214,"H3","VUOC","UTSE","LM","GRASS"
"VUOC_UTSE_LM.202","84","VUOC_UTSE_LM",0.149333094486367,0.121979799357947,0.11987725937955,0.0251088421843097,92.0489711934156,56.9109338924423,-0.0204452337970756,-0.318902234069897,-0.462348208609161,-0.296627491963344,0.362046011870694,-0.15584998993867,"H4","VUOC","UTSE","LM","GRASS"
"VUOC_UTSW_HR.51","10","VUOC_UTSW_HR",0.25,0.1375,0.574419920769666,0.0476071428571428,135.333333333333,76.863221841052,NA,NA,NA,NA,NA,NA,"H1","VUOC","UTSW","HR","GRASS"
"VUOC_UTSW_HR.102","24","VUOC_UTSW_HR",0.130892338868567,0.234016532962316,0.290246212121212,0.0462797619047619,99.8770820707071,61.0046833333333,-0.476430644525733,0.701938421544117,-0.494714229735781,-0.0278819704926229,-0.261992004403642,-0.206321542707552,"H2","VUOC","UTSW","HR","GRASS"
"VUOC_UTSW_HR.153","42","VUOC_UTSW_HR",0.151311092076552,0.0966318785578748,0.167331206804891,0.0336703431372549,54.7095886283961,50.0446619047619,0.155996549412176,-0.58707242888076,-0.423485303797831,-0.272460752789862,-0.452230807166904,-0.179658688967947,"H3","VUOC","UTSW","HR","GRASS"
"VUOC_UTSW_HR.203","84","VUOC_UTSW_HR",0.189466986549091,0.163679595007849,0.248216319460819,0.029468911843649,42.9881114718615,53.344319563787,0.252168522141353,0.693846766207886,0.483383310264654,-0.124781362532573,-0.214249045741331,0.0659342581893055,"H4","VUOC","UTSW","HR","GRASS"
